time,alpha_high,alpha_low,attention,beta_high,beta_low,delta,gamma_low,gamma_mid,meditation,poorsignal,theta
1370281628.4,9815,16476,30,3871,2722,15156,3907,4788,83,0,18963
1370281629.8,6125,7893,41,4856,4591,17146,1136,2567,81,0,7593
1370281631.42,4209,10815,44,3727,2524,16258,2864,2217,78,0,24822
1370281633.19,9087,18372,60,3492,5294,11656,806,1284,100,0,6044
1370281634.81,5920,7046,54,3267,4060,9289,1075,1148,100,0,7175
1370281636.42,6058,2434,63,6437,3356,553979,823,1038,94,0,14797
1370281638.1,2085,8620,48,1978,7573,86821,567,348,64,0,65337
1370281639.65,2198,3086,38,2934,5843,31038,1099,607,30,0,87966
1370281641.28,122547,163441,23,14847,52849,2019049,5544,5306,29,0,302789
1370281642.74,26304,29796,4,3262,12554,185989,1467,2554,40,0,44077
1370281644.35,9653,97935,13,18356,11849,786370,12197,7331,54,0,137051
1370281645.9,6169,8725,16,7008,11605,608580,1884,3004,60,0,130435
1370281647.37,5286,5503,16,2206,7076,28649,2413,1610,41,0,75525
1370281648.82,6393,512,29,2781,8500,17230,2237,4614,30,0,11079
1370281650.19,9174,11937,24,4164,5248,22550,1755,2653,21,0,91225
1370281651.81,10861,41247,37,16078,24283,1883159,3334,2840,40,0,33674
1370281653.41,11983,4289,44,3072,6107,47483,2574,2150,50,0,36269
1370281655.01,11871,18973,38,6186,10793,17615,2325,3246,53,0,50714
1370281656.57,3046,15100,47,11117,8324,825707,2616,3882,50,0,88592
1370281658.03,7792,2406,47,4891,5558,31285,1786,1879,47,0,14056
1370281659.49,4961,20702,44,2974,8306,4856,1884,2840,51,0,33296
1370281661.05,6397,14752,43,3983,2297,13278,1113,2041,51,0,35501
1370281662.58,13131,7639,44,6068,5531,76028,2525,3147,63,0,30300
1370281664.03,12462,2867,26,1836,7706,170148,1171,1468,54,0,64865
1370281665.66,6781,17878,21,4879,3253,179191,2659,1320,41,0,160740
1370281667.12,171412,199112,21,60567,107899,2576360,55090,40079,43,0,496356
1370281668.69,13557,10446,13,3263,5873,315901,1978,734,41,0,47219
1370281670.15,25960,97395,11,13301,47062,1519335,13435,5307,44,0,411416
1370281670.49,20850,9526,57,16340,18870,1030881,20139,12193,50,0,81453
1370281672.14,5818,11251,47,1742,7810,87215,2653,1619,48,0,26699
1370281673.77,17443,59777,43,14770,44770,137674,7602,7484,50,0,62643
1370281675.23,41099,46818,38,10156,42538,1233806,12503,3452,57,0,139550
1370281676.79,58084,46493,24,5908,25479,502718,13844,4725,69,0,85926
1370281678.45,8504,41640,27,10011,3828,160259,2859,2276,69,0,88594
1370281680.07,9607,26612,27,7165,16478,221634,8440,23635,69,0,26176
1370281681.72,20493,21012,37,11553,4278,446914,15679,6795,70,0,72061
1370281683.14,9055,7988,41,4238,6591,31743,2651,5907,57,0,67878
1370281684.72,3616,1326,48,6761,9907,35830,4384,2120,40,0,46797
1370281686.33,9722,29864,38,2594,10747,239357,1405,959,38,0,48691
1370281687.75,69996,14363,34,7450,13335,84079,4916,3930,47,0,54614
1370281689.31,4892,8464,48,11671,9248,69390,3905,2446,47,0,35084
1370281690.87,22442,71694,43,12038,19994,259761,3569,2906,75,0,37934
1370281692.46,9868,8330,60,6535,1777,42665,3210,5912,78,0,14021
1370281693.84,6549,15511,77,14702,4818,9008,4522,2607,69,0,26361
1370281695.38,3179,3962,70,3700,2124,54871,3354,3300,69,0,20841
1370281696.98,11797,7602,74,3604,4128,9457,2573,2860,66,0,12721
1370281698.62,5262,11113,69,9444,9819,29663,2173,2247,53,0,58944
1370281700.19,2821,21295,44,2255,3933,447405,1042,1170,48,0,78590
1370281701.72,10982,22978,37,17973,17711,887908,7697,5986,40,0,295496
1370281703.16,41625,33807,41,29250,49522,1387109,11346,6711,35,0,66847
1370281704.63,1391,4856,48,3625,1689,21412,1970,598,41,0,8615
1370281706.23,42009,80110,57,37044,65120,1707253,3743,8072,38,0,530567
1370281707.83,18720,57762,50,7438,6743,856086,3447,3380,48,0,265130
1370281709.57,14454,37011,51,10058,14937,241331,2648,3566,47,0,72591
1370281711.19,30231,49455,41,6644,13223,533751,4051,2629,53,0,136840
1370281712.82,7922,7257,27,3597,3012,101034,3185,2794,51,0,47479
1370281714.21,11674,10245,38,5238,5859,57512,4610,6277,61,0,12006
1370281715.81,4196,13539,48,7677,5933,16004,4257,8056,63,0,14152
1370281717.28,5582,12031,57,3803,7311,1274,3267,4042,63,0,22224
1370281718.95,6637,7695,74,11802,9916,16998,4993,3632,63,0,33861
1370281720.55,8127,9584,69,11576,4671,101286,9770,1439,48,0,84371
1370281722.15,18930,17243,53,3876,6927,214924,1515,1895,44,0,65779
1370281723.75,20200,10989,54,9048,11572,106434,3923,5960,44,0,44766
1370281725.2,5134,8507,53,6020,3158,15058,3498,4212,53,0,15307
1370281726.81,10375,5371,48,2071,6279,29044,3298,3410,66,0,17400
1370281728.19,5744,35157,63,15699,9641,939252,2737,7998,70,0,27430
1370281729.77,9433,29570,57,8809,3175,470293,3881,1905,67,0,93176
1370281731.34,11601,24088,48,9930,18412,263358,6750,3371,60,0,111961
1370281732.87,11974,11508,47,4841,6276,1062214,1778,1269,53,0,61765
1370281734.43,9213,13904,38,9059,7069,936369,12529,3223,40,0,91016
1370281735.86,26922,187127,44,55767,92295,536711,23517,26227,44,0,198187
1370281737.43,28399,159630,41,11789,19978,941640,4224,8119,64,0,60892
1370281738.85,5817,11274,47,7891,15532,476916,4091,1888,60,0,67860
1370281740.44,29977,13036,43,7060,14058,54137,5357,4104,67,0,76777
1370281742.07,10465,5832,44,12303,10018,582767,4998,4381,56,0,54448
1370281743.47,9103,22468,51,15774,15606,328066,12477,8769,34,0,163561
1370281744.89,1514,3866,41,876,1555,81158,844,444,35,0,19519
1370281746.5,3897,10351,50,5024,7898,33057,2011,925,34,0,20442
1370281748.29,72433,51306,40,13077,9126,1032288,3145,4003,69,0,138738
1370281749.92,1845,3348,38,1238,166,26879,326,968,57,0,15127
1370281751.34,16876,35927,41,39023,58222,472088,25808,10332,60,0,97083
1370281752.76,1246,4361,61,10367,4168,147726,13894,11739,43,0,23261
1370281754.23,4810,3563,88,64759,18937,27600,25653,25143,21,0,6157
1370281755.85,30253,29172,91,25166,25412,442262,23037,37120,24,0,101993
1370281757.25,18365,6377,74,2060,2531,63778,5496,3990,41,0,13679
1370281758.93,9118,16383,60,9648,9085,85163,6419,6703,54,0,30323
1370281760.38,3661,752,38,2770,4850,79017,2079,1525,63,0,11145
1370281762.0,6334,4437,30,3475,1708,24391,5380,2220,57,0,36098
1370281763.58,10227,11987,35,5768,8546,207352,3487,3351,47,0,40375
1370281765.16,7057,5773,35,6150,7824,20470,4362,2695,40,0,24730
1370281766.62,3050,7884,40,5011,2067,10470,3785,2757,54,0,4059
1370281768.02,214804,211638,43,84418,178368,723846,6268,22738,67,0,219516
1370281769.54,3317,5113,44,4096,3088,356549,795,584,63,0,32462
1370281770.97,18934,15328,44,12828,9438,134926,7656,6118,67,0,46694
1370281772.55,9610,6703,24,3315,2407,41078,3236,2930,43,0,158273
1370281774.09,4803,2924,30,4804,3514,11379,5454,3654,38,0,7575
1370281775.61,4180,8399,38,5151,7010,26990,5416,4574,50,0,5768
1370281777.2,9087,9051,35,4713,3341,60657,4367,3620,50,0,26845
1370281778.68,19927,10070,44,9766,12440,346077,5777,2700,57,0,102226
1370281780.24,110585,57242,29,16256,16830,925253,17113,10350,60,0,214868
1370281781.79,14280,6704,21,5782,11654,55867,7212,4642,51,0,49338
1370281783.25,28031,20236,17,6517,4550,726330,6329,4346,57,0,41300
1370281784.88,25173,48636,21,10429,25008,296646,3872,4610,74,0,32217
1370281786.29,5856,15360,29,8113,6755,245823,14577,13513,69,0,34705
1370281788.06,10445,23768,43,4185,8530,54339,4880,2093,67,0,17190
1370281789.51,3446,902,43,5225,5339,27490,3523,3312,61,0,7988
1370281791.13,6431,2380,38,2529,1796,42284,2299,1547,61,0,16440
1370281792.56,5054,16198,37,2569,3069,8946,1763,851,67,0,14957
1370281793.97,5169,9618,43,6373,13206,7404,1963,1147,57,0,16939
1370281795.59,5206,16972,35,5007,3908,13037,1366,1083,70,0,15839
1370281797.02,1803,6055,44,7877,6195,53119,4936,2969,67,0,11024
1370281798.48,6740,2637,47,3888,7100,407653,1304,2029,53,0,30117
1370281800.09,7763,1367,48,8486,4789,86474,2092,1610,47,0,31184
1370281801.59,12142,11877,53,26767,18450,518582,16443,12191,29,0,87225
1370281803.03,24129,36654,43,10760,10278,2103200,18966,26569,43,0,29883
1370281804.6,41597,24120,38,26302,41417,943175,14754,5139,40,0,416363
1370281806.07,16890,4640,40,24459,14877,1354141,11034,10110,40,0,66523
1370281807.68,7174,7612,40,10570,7529,53490,4180,1404,47,0,31028
1370281809.22,5940,19362,43,13434,19991,389343,7577,3749,34,0,34498
1370281810.74,18352,9168,47,5972,10063,223677,5054,6044,44,0,44529
1370281812.33,2045,1829,44,1769,2536,87537,755,747,51,0,5203
1370281813.91,23207,10619,43,6720,11147,34244,7143,1617,67,0,6117
1370281815.46,23949,5263,41,7514,20085,159531,3730,4264,74,0,18153
1370281816.81,29648,3228,35,2607,6112,28814,3306,1182,78,0,43970
1370281818.44,11924,14471,30,6078,4683,11206,3336,3653,83,0,20758
1370281819.85,8868,8371,26,4899,6966,8939,2656,5364,69,0,36967
1370281821.37,5279,13301,20,4435,3709,22571,1404,2071,64,0,44063
1370281822.99,7143,4387,29,5535,9239,26749,1653,2283,54,0,30961
1370281824.46,7664,7620,26,2870,9097,16636,3838,4346,48,0,21140
1370281826.07,733,8500,29,3222,5747,21359,3242,4055,50,0,15350
1370281828.04,3863,14127,51,2900,5832,2397,2443,2723,63,0,15635
1370281829.66,2141,12804,51,1876,3909,15538,2923,1820,64,0,14732
1370281831.25,15342,6405,43,5785,5689,10596,4651,1551,61,0,34029
1370281833.24,4088,6188,34,3504,10666,22028,3068,3475,67,0,10618
1370281834.69,11926,591,38,2953,3630,16910,3773,2458,67,0,7796
1370281836.13,25600,17149,37,6976,32915,740592,9274,8545,60,0,89758
1370281837.54,586,450,34,662,263,80344,537,770,47,0,8546
1370281839.07,1979,13506,14,3125,7145,424514,1711,963,29,0,197232
1370281840.68,3984,5206,8,2366,3489,334920,1182,887,17,0,30486
1370281842.04,831,1072,14,745,555,38575,360,191,17,0,4338
1370281843.66,11412,10773,13,6771,6894,278030,1365,5781,23,0,97342
1370281845.06,3165,3846,24,1533,2915,162555,1442,770,38,0,14338
1370281846.43,5127,4902,29,4981,9048,24975,4687,4388,38,0,25081
1370281848.0,4677,7033,37,5633,3738,11254,4335,2521,44,0,7222
1370281849.6,2736,2610,43,4242,6271,52356,3232,4053,41,0,29848
1370281850.96,8954,2496,47,11044,5104,91595,6206,4333,29,0,82312
1370281852.51,9574,12956,48,9201,7836,18450,4284,2440,37,0,31343
1370281854.09,16217,5790,41,5968,7159,8418,2439,2762,37,0,23583
1370281855.48,22342,14233,35,3578,14999,18542,4459,1695,53,0,26570
1370281856.87,10315,8626,40,7009,5253,66799,4561,2012,70,0,14460
1370281858.34,33378,6810,24,2591,3812,48522,2563,2926,70,0,69337
1370281859.87,5128,5558,17,7053,6821,1787135,3521,3297,51,0,129861
1370281861.52,8653,4973,29,6531,4165,46449,1667,555,48,0,14407
1370281863.48,2764,17672,37,5611,9443,167003,2551,3175,51,0,34550
1370281865.08,63478,61510,29,15459,18245,927592,20698,9107,50,0,137781
1370281866.7,36445,33617,29,17268,32147,401178,5838,4617,54,0,60378
1370281868.11,7007,31120,37,14878,8147,169607,2644,4037,64,0,71069
1370281869.57,19273,34170,40,14787,8776,99180,7898,7395,70,0,42987
1370281871.18,32660,64229,38,14971,20640,305937,7635,3099,63,0,242048
1370281872.57,50611,38620,34,12712,30437,128487,4511,3639,61,0,92527
1370281874.2,25503,1253,26,5060,6503,33379,2747,3561,61,0,51002
1370281875.67,14737,7936,26,6190,5139,9069,7923,2693,63,0,14953
1370281877.26,30959,51456,21,7620,12218,816967,12992,14270,63,0,234581
1370281878.9,23429,12484,29,13236,9089,123464,10744,4519,63,0,35461
1370281880.33,9127,7151,40,10752,13569,81114,10141,10936,61,0,25610
1370281881.92,13822,9111,44,10509,10632,30919,4888,3122,57,0,14824
1370281883.3,11632,16520,61,20967,7868,41673,4054,11966,56,0,75760
1370281884.86,7602,7660,69,12306,11647,1829,8468,5566,53,0,9715
1370281886.45,21152,11566,64,10713,5684,17344,7159,3790,56,0,45135
1370281887.85,20082,23119,56,10278,14123,44215,6350,2156,53,0,76972
1370281889.36,21714,3382,56,11610,10387,25472,8862,2384,57,0,34949
1370281890.79,13247,11644,41,8692,10390,187727,10649,4274,51,0,88963
1370281892.38,20082,36040,40,10563,7948,29232,6327,3769,60,0,34716
1370281893.91,7815,1566,48,9093,10733,20363,8904,3860,51,0,29630
1370281895.51,13291,18045,51,14956,15272,10634,14484,5888,56,0,17947
1370281896.99,6647,15651,56,11489,15431,41160,7939,3857,57,0,47855
1370281898.63,10761,10851,48,2522,10129,1180560,2823,1811,50,0,32718
1370281900.62,3896,591,20,1273,1559,1064597,832,1558,34,0,22472
1370281902.09,9303,28168,21,6703,18405,335494,5637,7268,38,0,128661
1370281903.55,7490,27862,14,13336,47934,427022,10311,8099,26,0,132599
1370281905.1,15394,11691,21,5452,4943,43863,3743,7174,43,0,17657
1370281906.57,6907,16683,38,14296,5520,42042,5878,4767,54,0,16866
1370281908.21,21997,25427,53,23023,42854,435613,1606,1208,61,0,41570
1370281909.65,4349,14738,56,6060,5382,23166,4153,3306,69,0,28089
1370281911.06,4922,2416,54,2328,3642,60687,897,902,57,0,17454
1370281912.51,19217,9240,56,22311,55777,23852,14663,6996,50,0,21180
1370281914.13,8040,1827,47,3992,4327,1423004,1006,391,43,0,40529
1370281915.75,23438,27341,37,9180,7560,240500,3868,3133,34,0,236058
1370281917.29,31807,19976,35,6533,6580,19851,5691,1919,44,0,36248
1370281918.87,9936,19272,27,9312,22795,35802,3191,2568,51,0,22773
1370281920.52,3476,5227,35,6876,4470,20868,3971,2273,53,0,24621
1370281921.95,21187,9815,50,9211,5827,20675,8355,6140,69,0,18083
1370281923.5,12978,52201,44,7406,17379,91593,2460,5967,61,0,110367
1370281924.92,16420,18354,40,7203,14242,53014,6892,2790,63,0,35811
1370281926.33,11704,24672,38,7505,9615,39571,8005,5075,78,0,13140
1370281927.85,15037,46153,27,6959,3413,46676,9137,2825,78,0,57239
1370281929.44,17393,14397,38,11782,4556,6572,3901,5822,80,0,41231
1370281930.87,11103,19568,38,9429,5818,46351,14765,2587,75,0,59521
1370281932.29,14595,16035,29,3574,10664,66045,10719,11055,67,0,31805
1370281933.92,6969,13871,41,9447,11921,30726,7503,2893,63,0,24107
1370281935.54,4799,9348,34,2458,4509,337444,1608,1068,57,0,30012
1370281937.32,18992,28847,21,5557,11929,143790,7381,11011,60,0,80307
1370281938.96,1606,37441,21,6444,9207,57231,5448,4587,78,0,4561
1370281940.64,17660,76129,20,6896,37736,116090,5285,5437,77,0,122619
1370281942.03,5677,4299,20,3009,5271,13873,6199,5290,66,0,31796
1370281943.49,2919,2952,24,7861,3949,19948,6802,6916,43,0,105243
1370281945.12,8098,3509,21,6527,5417,13786,4217,5340,20,0,46134
1370281946.54,5443,11011,30,5120,12576,30566,7602,4850,14,0,35657
1370281948.11,5405,27778,34,13600,15979,230689,18237,4744,14,0,111075
1370281949.75,57197,105899,26,13095,28260,1732712,20735,9037,38,0,242874
1370281951.38,7828,8677,21,2699,6471,540370,1503,688,47,0,32036
1370281952.8,10257,3334,21,4298,9453,158819,1115,1270,47,0,32990
1370281954.34,1897,10246,27,5334,13706,761258,3848,1879,50,0,12031
1370281955.78,2830,2009,51,5608,2620,529855,4726,1896,47,0,4396
1370281957.37,44081,42934,57,27018,40456,689328,9242,6236,47,0,130792
1370281958.72,29233,35689,43,9177,8407,261005,5094,6753,37,0,504217
1370281960.36,11603,25980,47,43061,10279,7961,7363,4804,35,0,69919
1370281961.8,47204,26656,29,12989,14616,359038,11579,8756,37,0,136242
1370281963.37,8669,16545,27,12856,8537,332606,9887,4858,29,0,105092
1370281964.88,5762,14538,30,3452,11607,211329,2034,1536,30,0,105648
1370281966.47,6265,13926,26,5932,3990,31062,7111,5885,44,0,10429
1370281968.08,5641,13940,34,4820,4016,39589,4533,3746,50,0,16398
1370281969.69,5921,3027,37,2646,2224,93726,2267,730,61,0,8636
1370281971.29,15118,19425,41,3804,26518,26508,3280,6858,74,0,32581
1370281972.72,6852,26533,29,5359,7673,286432,8354,3423,61,0,97556
1370281974.32,90370,120160,51,45688,83918,1420963,31756,52739,48,0,490105
1370281975.79,13636,7406,56,33080,47027,1408198,38713,22317,27,0,192377
1370281977.38,29325,14876,51,24568,8163,1907436,16461,11177,27,0,61159
1370281978.96,12111,11665,41,4290,17307,2183053,3847,2384,34,0,29480
1370281980.48,16797,8288,48,6418,17282,731064,5192,1333,41,0,12769
1370281982.15,45984,32019,41,9622,35391,251784,9059,8625,63,0,85825
1370281983.55,30230,39057,38,15561,54610,59966,7618,12918,66,0,36216
1370281985.16,35035,6454,54,42040,15517,1983994,10248,9308,67,0,19111
1370281986.62,4958,10606,54,4825,2697,103679,1995,1032,67,0,17761
1370281988.25,10891,3146,61,10480,4662,55234,5494,2980,56,0,49380
1370281989.66,28187,45503,66,27992,7808,771072,9038,8151,61,0,29703
1370281991.26,31511,7906,48,5863,9509,189262,7828,7675,66,0,32929
1370281992.87,8009,12489,38,3303,2625,241686,2100,1744,57,0,57516
1370281994.46,17728,17179,43,20712,11988,108788,15276,17593,66,0,50217
1370281995.8,19486,16728,30,26797,40222,683207,20215,19096,40,0,332221
1370281997.39,33909,59476,30,11108,22200,303100,3971,4789,44,0,41481
1370281998.8,20924,22095,44,18203,31103,454363,5829,2208,48,0,46555
1370282000.41,14079,26571,38,9808,18605,91089,13002,6920,50,0,46578
1370282001.96,22382,20114,41,7444,6223,58319,9438,6632,74,0,28446
1370282003.56,15785,18826,43,4221,5861,25442,4380,5781,78,0,7864
1370282005.13,11263,9471,40,5318,16122,7907,7104,6306,80,0,16936
1370282006.68,10928,10494,29,1550,8882,109204,1469,1105,80,0,34133
1370282008.12,18664,6110,29,8975,3410,75950,2467,8999,69,0,55356
1370282009.59,10456,5382,35,5492,8979,33032,2603,5546,57,0,13512
1370282011.01,6724,7582,37,3654,8360,9008,6751,3458,60,0,6873
1370282012.78,20169,38577,35,21320,29973,361065,26000,18486,50,0,193520
1370282014.23,16620,52083,24,8389,8134,172781,7173,11920,63,0,36862
1370282015.85,42338,16054,35,13015,21443,967197,10628,13900,51,0,89913
1370282017.28,27418,2057,38,10843,6301,20181,2958,4791,64,0,20698
1370282018.87,22465,37490,37,7674,4238,9124,3179,3546,80,0,43694
1370282020.38,12210,388,43,5502,5733,15701,3835,2346,69,0,13387
1370282021.86,41533,43080,38,6070,14800,59169,5669,5087,80,0,52852
1370282023.46,6293,18485,27,7583,14764,360435,7819,7174,67,0,91128
1370282025.04,6093,7412,38,13428,16255,350494,7057,5313,50,0,42511
1370282026.48,39704,29585,27,10030,28602,37248,8374,8324,50,0,124278
1370282027.96,5466,17466,26,3359,12296,1236972,6045,3735,35,0,72719
1370282029.37,3144,13302,37,5664,9378,5288,2418,4964,47,0,9308
1370282030.95,5584,59731,27,15885,10077,368941,13493,6605,54,0,136252
1370282032.38,23812,30752,35,10528,10153,73475,5394,6924,61,0,35692
1370282033.98,9159,704,51,6015,3489,38842,3491,8778,67,0,10053
1370282035.51,7713,8387,43,6005,5127,19616,5753,2754,57,0,43987
1370282037.04,4066,2911,53,6963,4959,62593,4395,6245,51,0,20637
1370282038.47,8578,11054,61,13035,15898,39891,3176,4225,43,0,19251
1370282040.12,6097,12269,57,8639,5842,19391,5850,1681,43,0,25513
1370282041.54,9403,18724,66,17890,12978,62021,7925,5186,44,0,36445
1370282043.08,11984,12636,56,8190,8135,10497,6155,1322,47,0,89479
1370282044.67,4460,13858,47,2971,2366,146596,1789,1422,54,0,13316
1370282046.31,32142,157673,41,32305,35830,333914,31161,14058,64,0,92557
1370282048.12,64687,73164,37,47524,81357,276971,43903,12181,66,0,195478
1370282049.76,27187,37713,37,29574,19575,389699,20198,46381,66,26,69797
1370282051.73,10710,56924,44,37085,38330,831657,7530,25120,51,0,73371
1370282053.34,73883,276558,41,91266,35858,716569,117796,30873,61,0,495171
1370282054.96,5356,19505,38,5975,12167,751549,7063,5308,61,0,39553
1370282056.37,7967,2154,48,7613,9342,106279,10872,1950,47,0,39968
1370282057.97,221995,156978,40,70151,249533,799077,112384,49280,48,0,394812
1370282059.59,13476,24805,35,10022,3998,176723,5758,4204,44,0,90921
1370282061.28,2412,30392,41,13333,8284,69355,6648,8468,47,0,46822
1370282062.69,44196,74912,26,13621,11173,438530,12955,60118,50,0,436401
1370282064.27,3591,1623,27,1484,462,261774,981,2352,50,0,8091
1370282065.73,5767,8484,40,10084,27919,8767,14995,5801,47,0,17598
1370282067.18,72957,107396,34,42200,14105,651594,13131,42413,47,0,324865
1370282068.73,11019,33175,40,8202,23657,301920,6201,4475,47,0,128433
1370282070.14,176406,319447,26,17759,16463,1168696,26634,16988,60,0,212639
1370282071.73,11505,25244,11,5880,9039,80359,4610,2780,63,0,88877
1370282073.29,2414,7662,16,7981,8069,196301,9373,6232,51,0,45271
1370282074.79,23338,21798,24,12012,35740,26459,2807,6134,60,0,30324
1370282076.22,48196,15555,37,16901,48226,908294,24302,8628,44,0,90069
1370282077.81,91261,78564,47,145229,83649,927210,46561,80912,37,0,872646
1370282079.33,88603,105278,40,29146,39835,1944011,20177,16196,48,0,271827
