time,alpha_high,alpha_low,attention,beta_high,beta_low,delta,gamma_low,gamma_mid,meditation,poorsignal,theta
1370384921.15,12041,8389,21,8566,10321,175926,3755,1366,88,0,14244
1370384922.62,15065,13562,10,1984,14015,582028,1507,901,77,0,58981
1370384924.05,23745,32441,17,11413,12599,2174262,2268,1573,66,0,191902
1370384925.43,18215,35770,17,21472,12160,598643,3305,298,66,51,150539
1370384926.87,71288,76448,17,15822,31509,2320268,6807,2580,66,51,96921
1370384928.53,159743,208524,17,16999,65757,1879665,9247,9447,66,51,485147
1370384930.12,23528,63440,17,20075,36938,699647,6434,5339,66,51,364668
1370384931.72,1832,3200,17,486,1395,896053,108,121,66,25,7368
1370384933.31,713,1412,17,156,650,211499,131,26,66,25,3466
1370384934.71,18809,9657,17,7750,20758,2114089,4758,9005,66,25,277783
1370384936.1,76640,33844,23,19641,16923,1943408,12301,26493,74,0,140080
1370384937.73,826,4560,11,1409,1155,31783,1562,724,69,0,9189
1370384939.21,3852,22726,11,19289,11735,1890570,7563,4474,69,26,33022
1370384940.83,89502,110390,21,17111,105685,427954,9358,6294,77,0,181226
1370384942.51,11486,15846,27,5277,15088,194926,7323,3369,83,0,40828
1370384942.91,27674,11444,7,12208,17163,35387,9425,5312,67,0,148071
1370384944.73,4967,4878,27,7987,4796,362700,1587,5105,77,0,32139
1370384946.33,4311,6186,51,3872,2728,291717,574,1151,66,0,24618
1370384947.81,6518,19962,64,21038,22017,223608,25654,8203,47,0,76421
1370384949.28,11455,22951,84,30293,36269,357472,7878,10617,48,0,74285
1370384950.73,8989,5556,80,8285,14899,1495498,3231,5519,48,0,47029
1370384952.18,40291,68126,75,17437,17057,154299,14998,9336,56,0,111308
1370384953.78,30949,80092,70,31082,33873,59050,8318,4408,69,0,90821
1370384955.2,12154,3805,63,4237,5475,82735,1178,915,81,0,13160
1370384956.68,52407,73161,63,25676,38733,123379,11901,13832,97,0,64157
1370384958.29,51235,45292,67,21484,10742,68003,22118,24170,97,0,84817
1370384959.91,7420,4618,56,2028,4873,109017,2761,1044,93,0,18496
1370384961.38,22010,14754,54,23184,31517,82937,6051,4451,80,0,139884
1370384962.77,51489,10561,40,7538,29936,76032,5226,3336,69,0,132079
1370384964.16,8986,32385,48,24990,27644,488347,10794,3708,57,0,78616
1370384965.74,29539,13467,44,12679,31029,309995,7762,6453,50,0,181379
1370384967.33,5132,7906,41,3902,5782,95132,3432,579,54,0,30964
1370384968.97,14648,4566,50,4946,3970,43111,2545,790,54,0,42191
1370384970.38,53292,25174,43,18359,6775,63424,4717,7724,67,0,60367
1370384971.73,15955,23051,57,26499,9248,95166,10084,11963,70,0,95620
1370384973.32,42751,23071,69,17463,44122,171011,6005,5628,83,0,12552
1370384974.9,18435,38727,84,20450,9410,876227,9991,5799,94,0,22680
1370384976.35,8509,48530,88,15592,16749,1420343,13403,16279,91,0,37857
1370384977.81,10989,2760,67,2752,6899,82890,3238,1975,90,0,55071
1370384979.23,15656,55598,60,11743,21239,68723,11897,11820,91,0,25100
1370384980.84,19654,43451,43,9068,49147,516571,7637,8662,84,0,53533
1370384982.87,85749,47343,34,26735,30063,1614947,13715,10441,90,0,111484
1370384984.3,19220,49642,41,15797,25879,19173,10067,3568,90,0,99007
1370384985.74,29082,37045,54,27088,17056,263630,10874,6301,90,0,54089
1370384987.21,25620,9953,69,10915,20465,362673,8314,3919,91,0,29300
1370384988.89,24662,64196,81,29286,13076,178741,15047,4550,96,0,22060
1370384990.36,15496,20622,90,13335,14421,23392,11734,6699,97,0,29704
1370384991.81,66871,26957,67,10029,15345,930912,10213,2332,94,0,132937
1370384993.21,7849,2934,63,4002,3507,108023,1472,1961,88,0,23351
1370384994.84,34395,50765,43,10878,32123,446354,10122,16405,80,0,99951
1370384996.32,48237,11479,38,18492,15738,627797,13838,4226,78,0,87509
1370384997.8,62183,38190,60,58147,40419,670809,8446,12135,74,0,180337
1370384999.25,19179,18769,54,16798,31135,322420,8346,6391,64,0,187411
1370385000.83,41926,19185,67,22937,16698,375790,14347,9620,63,0,76797
1370385002.43,6514,20976,61,9711,13986,66158,6190,4559,56,0,89156
1370385003.84,46410,45918,43,10665,24175,128043,11789,4267,63,0,90024
1370385005.42,4677,12429,57,7017,6152,81842,2852,1554,81,0,10432
1370385007.01,34414,15198,40,8177,16472,87412,6270,2698,75,0,168955
1370385008.49,15229,19583,53,32536,8196,716598,5894,6678,74,0,108155
1370385010.08,45192,6825,67,25702,31824,1110378,6319,5194,64,0,88165
1370385011.45,21058,26472,61,16313,8263,442411,13910,5885,61,0,51659
1370385012.86,45087,14230,74,9644,28228,74542,6533,5857,70,0,56285
1370385014.47,35166,17722,61,16209,23260,38380,6699,4844,77,0,103103
1370385015.93,72600,38845,56,17794,21344,88304,7395,19506,91,0,48070
1370385017.39,45761,18483,43,10083,13492,191781,8709,9569,91,0,92025
1370385018.81,17864,35996,61,28663,6935,539903,6059,8164,93,0,35699
1370385020.42,4882,16752,41,4126,1931,135135,1578,842,81,0,19152
1370385022.04,3703,4426,44,5949,8859,98902,2356,473,57,0,53052
1370385023.68,2813,33898,40,3862,6863,377775,3111,1715,57,0,92131
1370385025.3,9020,6447,40,11367,13784,214456,5042,4611,53,0,68736
1370385026.78,4838,35778,43,21357,33595,160154,5356,5832,40,0,101573
1370385028.32,31530,32888,38,12226,30929,212365,4732,9298,53,0,124774
1370385029.75,50900,50391,51,16717,31583,155325,4766,3766,60,0,127766
1370385031.17,17642,2615,47,10368,46089,71952,2711,5709,56,0,87961
1370385032.65,5181,5479,37,3128,9287,70976,2261,1944,56,0,31484
1370385034.27,27584,59057,40,10174,11453,35766,7771,4064,74,0,34011
1370385035.75,39414,14573,47,20062,16416,538282,5357,9052,67,0,94920
1370385037.21,94966,37611,40,10698,43767,86150,5271,4474,94,0,40663
1370385038.61,8827,21981,40,14861,15968,170796,5474,5968,90,0,170877
1370385040.07,48665,30702,38,7172,15077,130525,2297,2644,90,0,28283
1370385041.5,8733,47202,35,8214,14554,94963,6473,3884,100,0,32955
1370385042.91,5298,21469,38,4695,6390,55441,1809,1407,91,0,31231
1370385044.28,88313,4537,35,9608,21519,612020,18875,4762,100,0,100825
1370385045.86,43550,57835,41,17437,20847,173348,10818,8138,100,0,52593
1370385047.45,89768,41990,35,17104,15337,51341,4056,4125,100,0,132641
1370385048.94,13627,41946,30,8609,18105,1163627,3841,5468,97,0,86774
1370385050.34,27000,7713,43,19382,17446,1098768,7916,7886,84,0,129103
1370385051.9,50035,10978,40,20602,64270,1607676,7661,4594,67,0,172418
1370385053.29,2538,22519,44,3980,3456,20332,1094,858,69,0,16923
1370385054.91,37712,19612,56,11461,13789,886080,5092,4914,78,0,31020
1370385056.4,11746,9514,43,2269,8383,77079,1588,1857,90,0,25150
1370385057.86,33253,57857,35,7856,10582,139780,5763,4405,100,0,76467
1370385059.64,15687,47698,20,8498,34263,236617,4918,6103,54,0,78070
1370385061.31,6505,41064,35,12947,20375,70232,11416,3756,53,0,124652
1370385062.79,51010,25243,38,22137,22151,645222,6926,2507,63,0,139082
1370385064.18,47223,53699,38,17854,14955,113272,5456,5806,69,0,154504
1370385065.61,31453,22290,51,24363,25004,277527,5583,6851,66,0,96075
1370385067.07,15367,10951,56,16022,14644,86465,5762,3110,60,0,114730
1370385068.6,50105,43762,47,9245,11885,34481,2157,2095,64,0,118660
1370385070.01,83109,31979,47,17897,27306,348000,5218,6517,64,0,178199
1370385071.6,9851,40186,44,13129,4537,325447,5650,8301,74,0,44255
1370385073.05,32235,13309,38,8233,25696,72225,7324,6367,83,0,80566
1370385074.52,2029,44221,47,11933,10366,94743,13003,2107,80,0,71169
1370385075.97,11743,4483,53,9008,39078,310577,4806,2874,63,0,75304
1370385077.38,26158,22419,54,22314,12501,117430,8857,2309,54,0,82703
1370385078.84,13426,18306,63,13262,3859,772362,3771,13450,54,0,71302
1370385080.43,18088,4895,48,2755,7546,328261,2374,1397,50,0,57227
1370385082.01,45326,31064,57,28791,16759,68190,7582,8632,67,0,76951
1370385083.58,34193,3676,51,14025,22883,90866,6137,9194,63,0,117550
1370385085.17,12475,27801,47,12995,14713,158417,9807,9391,60,0,98887
1370385086.76,13998,11142,54,5145,6949,95016,1034,1432,61,0,57458
1370385088.11,67871,40821,24,6267,22853,755619,12963,6004,60,0,163939
1370385089.74,26356,19211,17,6348,14228,29029,9931,4529,69,0,66316
1370385091.17,27548,13603,21,17122,9869,200148,9773,5774,69,0,108718
1370385092.75,2511,5013,35,4329,6535,166510,1513,905,64,0,19999
1370385094.37,12460,35785,41,2957,22040,214307,7699,2661,64,0,41072
1370385095.83,7682,19755,40,2032,8268,156492,2254,1098,75,0,12694
1370385097.22,52903,60201,23,9952,14672,229340,5995,3342,83,0,150765
1370385098.69,29370,34731,16,11621,14014,67581,4076,5705,97,0,45163
1370385099.11,13593,18128,43,21517,9144,115671,8876,3685,57,0,181905
1370385100.95,50818,58233,35,8628,17810,121344,4519,4017,78,0,54525
1370385102.4,15231,17032,30,10200,20540,401581,3392,4886,69,0,83995
1370385104.01,16925,2331,35,2329,5262,244318,815,213,69,0,27771
1370385105.44,40189,24943,24,12762,37747,870375,6525,3793,74,0,223637
1370385107.06,25420,42164,27,26238,24431,570169,6296,4556,53,0,269767
1370385108.53,31878,98451,26,20683,44388,2270577,3499,2496,63,0,145249
1370385110.22,5685,9785,26,2531,1690,274577,1644,919,60,0,31289
1370385111.85,6810,17205,27,8959,13220,2446764,9892,8740,53,0,159073
1370385113.32,8412,1732,43,5273,2442,490677,1636,1327,60,0,15236
1370385114.74,12226,21145,38,4064,16453,361440,942,363,60,0,37643
1370385116.35,58573,58486,47,34394,33997,815046,6512,2314,56,0,266048
1370385117.8,15246,7174,47,3082,4845,213007,2359,587,70,0,39721
1370385119.23,45538,79779,27,20523,46393,444179,12469,6152,70,0,258414
1370385120.82,112007,93416,27,64103,32074,1518162,27701,4940,70,51,883180
1370385122.45,42722,81545,16,10052,14849,496897,15451,5092,66,0,286286
1370385123.82,20599,31571,20,9838,49144,749696,3792,3085,74,0,28030
1370385125.23,11389,3294,23,4427,11301,90618,2646,1881,63,0,56654
1370385126.82,20386,10350,35,13244,17584,299880,3153,1178,61,0,74958
1370385128.41,18948,45432,47,8734,33566,862633,4609,2629,61,0,110365
1370385129.91,26768,20552,43,15203,14020,71990,16662,5430,56,0,91429
1370385131.49,13955,11752,40,18363,34606,587176,6265,7624,41,0,341050
1370385132.89,9360,9194,37,5116,5999,87229,1202,1193,47,0,29344
1370385134.36,17934,6523,50,4847,15604,125989,996,1198,51,0,15195
1370385135.98,57820,72734,41,12070,29945,170758,3919,2968,64,0,70319
1370385137.59,15303,21141,61,21076,23936,110455,5032,8510,90,0,116908
1370385139.22,22106,15152,41,6531,16435,220911,4119,4021,67,0,285175
1370385140.7,14808,2192,51,33832,28164,893129,6535,3807,41,0,53896
1370385142.17,90403,23732,54,18182,10256,667436,7033,2642,38,0,182915
1370385143.57,21802,68572,56,33362,42167,151162,5309,2653,48,0,101781
1370385145.03,34713,16397,69,8385,30369,544350,6399,6869,63,0,80496
1370385146.65,9091,4985,48,2948,4663,791946,1149,1704,78,0,18111
1370385148.12,13055,15019,47,3716,7467,45414,1350,1766,75,0,46547
1370385149.64,91304,45765,30,11845,43639,1013014,7766,2271,83,0,71212
1370385151.06,16569,14517,44,18605,5689,62896,5922,4022,81,0,70152
1370385152.5,34959,91977,50,28554,19683,355709,8862,6518,88,0,85112
1370385153.97,21235,9101,44,2281,8487,248478,3243,431,90,0,43487
1370385155.59,34488,59017,30,7984,13746,2257256,4764,2213,74,0,345666
1370385157.07,29403,36262,17,10783,48749,324786,7109,4950,77,0,85965
1370385158.51,25610,43741,7,6765,7622,282534,14722,2556,77,0,54178
1370385160.08,11706,76572,27,46045,47227,1677469,8824,6964,69,0,201230
1370385161.64,53000,9721,57,21074,10693,163260,9571,2663,87,0,32407
1370385163.05,10633,11420,56,2462,1458,136604,1577,1577,91,0,21399
1370385164.63,11166,4117,67,13663,13247,173747,9707,4348,67,0,80613
1370385166.21,17422,46752,56,7107,22997,160200,3700,4594,80,0,43651
1370385167.59,8526,20753,35,8778,25701,383729,4392,2275,56,0,203783
1370385169.2,48697,40546,27,16924,43068,771555,6590,4417,37,0,471342
1370385170.75,34403,30553,27,13848,23180,136798,3127,11296,60,0,29174
1370385172.34,36612,6071,27,11797,27459,465219,4950,13328,44,0,147012
1370385173.91,40090,25803,41,17838,11061,52416,5157,5851,60,0,112070
1370385175.38,66189,25540,50,14209,25111,49471,4275,2047,75,0,124781
1370385177.03,54072,10344,48,15416,9031,115173,3691,2854,75,0,55744
1370385178.47,41106,21976,51,20178,11454,146739,9161,3444,80,0,154268
1370385180.26,5335,4108,48,2364,835,111457,4721,2399,78,0,20889
1370385181.93,37229,28548,60,11523,14365,56925,6638,9196,74,0,108656
1370385183.38,33921,19104,40,6590,12019,91823,5010,3057,63,0,143506
1370385184.8,45594,24337,35,23097,12594,196825,6620,7039,53,0,146609
1370385186.27,43973,4515,35,5510,3836,85838,937,872,67,0,16780
1370385187.73,8616,6333,27,1826,1099,152925,1156,2290,66,0,35097
1370385189.16,28745,25190,47,14445,57524,287806,7643,4563,69,0,44062
1370385190.65,60295,11271,44,13331,56776,171370,5470,4025,70,0,89604
1370385192.24,7430,37433,48,13835,26317,44445,4567,12590,53,0,83232
1370385193.72,8918,35341,56,10826,13890,64150,7091,8245,53,0,96570
1370385195.19,35904,27399,60,30827,24279,385213,9707,9952,51,0,96529
1370385196.82,39799,51673,54,13341,15717,170390,7948,3565,54,0,127669
1370385198.26,6259,12606,57,4059,4925,93327,584,2291,64,0,13514
1370385199.85,5936,15842,50,5924,19484,89926,12701,6149,54,0,137577
1370385201.4,37205,16679,40,13388,21502,177443,6683,3608,54,0,92124
1370385202.98,11674,6193,43,6168,46805,261360,3035,7405,43,0,55226
1370385204.56,43369,18695,43,12117,10000,270135,7017,3402,44,0,36606
1370385206.15,64120,12214,61,16784,7046,516723,7604,5976,67,0,26114
1370385207.74,116465,6584,64,24722,24758,188496,12236,6953,78,0,77279
1370385209.18,6960,22659,64,10422,12093,318857,5749,8770,83,0,83425
1370385210.62,28858,16305,70,35517,13534,47638,5684,12720,67,0,139118
1370385212.02,10169,17889,69,8082,12497,492244,6565,9818,57,0,24854
1370385213.65,35457,18689,61,6856,11208,35389,5475,3368,54,0,60784
1370385215.11,27857,27146,69,18574,19509,670630,6853,2274,63,0,38499
1370385216.59,36070,50729,61,13737,36485,94738,7688,4296,75,0,65476
1370385218.01,3953,13768,53,15635,23193,105578,5844,4737,53,0,191051
1370385219.6,20960,33015,63,7506,19425,43593,4856,3304,69,0,69095
1370385221.06,29216,6951,67,7110,12019,82742,3337,2621,70,0,44329
1370385222.54,10305,31932,61,11452,22994,104348,9625,4656,66,0,59525
1370385224.15,14784,88197,48,17593,31865,76498,3798,2975,69,0,71951
1370385225.8,17887,38252,60,14576,15645,24304,4209,1602,69,0,57341
1370385227.42,54406,28972,48,6694,13078,147529,2699,1017,74,0,101187
1370385228.86,5953,6690,29,1332,2896,711934,847,723,66,0,41824
1370385230.33,27602,35794,11,3054,10348,488415,3982,3267,67,0,58920
1370385231.95,3275,990,1,1773,1597,47712,824,647,53,0,29092
1370385233.43,26501,60057,11,12205,13173,847938,2724,900,60,0,29634
1370385235.04,1182,5380,30,1639,3464,13906,1267,1884,67,0,5226
1370385236.67,10802,6022,41,3609,4740,167182,3217,4953,56,0,54258
1370385238.29,20247,16003,56,11776,10099,76201,4170,2434,70,0,33951
1370385239.89,7737,14433,60,4781,9720,12925,4772,5965,63,0,17130
1370385241.5,44801,26449,54,7989,10204,46828,2816,2757,75,0,21016
1370385242.92,18641,21574,54,3869,6151,355171,2092,2138,84,0,37938
1370385244.3,45186,33884,37,5546,7123,402819,3048,8772,90,0,66083
1370385245.72,20561,15692,38,10127,34576,152422,3124,1943,88,0,26953
1370385247.3,10874,25762,44,6465,11791,29788,5939,6046,84,0,7597
1370385248.73,10321,6901,43,3115,4581,1686953,1111,727,74,0,55913
1370385250.37,1873,648,48,506,1602,104104,257,277,61,0,5983
1370385251.73,17875,16045,38,5159,13215,143929,7405,5565,61,0,49091
1370385253.36,9728,18255,29,4698,6363,100126,1103,1813,53,0,29963
1370385254.82,6018,18230,37,6532,18313,27578,5155,2126,54,0,56926
1370385256.45,19624,15512,48,7741,9011,46495,3491,1183,64,0,25601
1370385258.25,11328,8504,54,3014,4644,131065,3242,1329,48,0,72021
1370385259.72,42880,14645,48,6631,11106,44809,2324,2728,63,0,41242
1370385261.18,8992,25923,35,3990,3466,7583,4951,4811,78,0,8552
1370385262.79,30722,5114,43,9858,10860,21822,4163,6512,84,0,15208
1370385264.18,69514,8658,41,2644,40069,18062,3632,3076,100,0,18284
1370385265.64,4704,16354,48,4895,7651,39916,2450,1591,96,0,20141
1370385267.09,5281,26908,43,2803,10184,16719,6648,1862,93,0,9040
1370385268.55,16250,10465,37,4885,7241,19489,6274,1687,90,0,21124
1370385270.04,9343,1513,54,3104,6484,3531,1334,1232,78,0,15265
1370385271.63,12014,18852,53,8321,12825,39602,2449,6001,75,0,52445
1370385273.24,95947,56843,43,5035,5951,3078,2297,1981,81,0,36928
1370385274.7,55519,18808,34,4453,5913,12006,1871,1185,93,0,18657
1370385276.16,9312,15163,35,5481,5057,11134,1685,6581,100,0,15259
1370385277.74,14336,14494,37,5256,8806,47306,5429,8428,100,0,12549
1370385279.32,4596,7145,64,5086,6325,6696,1566,5139,91,0,6059
1370385280.68,23398,23188,61,2592,3741,4135,3732,3243,88,0,21577
1370385282.1,21186,1752,57,5362,3955,6679,5255,2245,84,0,26250
1370385283.52,7358,4150,66,4816,8538,27684,3097,1381,77,0,8285
1370385284.9,13177,5920,61,4070,7171,39869,1809,2645,83,0,3953
1370385286.3,637,5167,74,4544,6761,17986,3835,1446,57,0,39851
1370385287.87,2744,4965,78,6773,13736,114143,2930,1690,43,0,36033
1370385289.44,11265,16601,66,5130,4245,18977,2796,3802,47,0,25647
1370385290.96,3012,2471,66,6109,2861,34227,3263,2500,26,0,25700
1370385292.41,8095,10246,64,6320,7398,25007,2124,1291,35,0,49289
1370385293.83,9067,30677,56,5356,6487,42361,4954,1911,53,0,24184
1370385295.63,24505,12170,50,5181,6290,10442,1305,1815,100,0,8555
1370385297.07,23553,9771,41,2289,20169,29047,2409,1312,100,0,12781
1370385298.55,24492,51259,34,5279,3185,11098,773,3466,100,0,27015
1370385300.0,5179,12423,47,6931,6689,8736,2038,5378,93,0,17686
1370385301.47,6570,18489,54,6530,7374,6329,1928,3705,90,0,4809
1370385303.07,34753,35551,57,8626,17345,8840,1909,3291,88,0,70538
1370385304.7,49703,7634,60,4715,13565,35352,4636,4313,83,0,25228
1370385306.12,54789,7962,43,4457,6964,12074,3851,2945,94,0,22428
1370385307.6,113025,81986,27,36050,47045,1512833,6225,7181,84,0,321363
1370385309.07,37459,16078,41,14861,15408,179948,8268,4771,84,0,32025
1370385310.77,5908,62989,41,8725,11082,150828,1649,2644,80,0,84278
1370385312.22,31116,26107,44,7284,16755,252669,2404,2038,69,0,50901
1370385313.62,10919,2549,51,5012,2054,121642,1124,459,67,0,30046
1370385315.23,4985,16668,38,4105,13096,116925,1148,678,57,0,51790
1370385316.84,6480,39260,61,32566,5467,513598,2208,2865,54,0,44584
1370385318.25,13172,5381,69,11221,14854,88275,4669,2742,43,0,70704
1370385319.67,45785,26820,84,39401,13954,700912,8934,5543,51,0,32940
1370385321.04,77398,106420,83,36593,20345,703361,27295,5205,53,0,445429
1370385322.64,13887,28099,83,42158,75540,1157539,12357,2252,53,51,67007
1370385324.23,3691,5075,83,7137,4595,83857,4028,3744,53,26,27445
1370385325.83,10799,10617,83,17275,8468,357817,11601,6519,53,26,63623
1370385327.41,26868,12144,81,46781,13495,298142,9449,5257,44,0,123166
1370385329.02,11208,17667,81,49151,57106,223270,15779,6144,44,51,35299
1370385330.71,23222,21623,78,7145,6751,404744,2940,1571,60,0,25627
1370385332.19,6597,8189,60,6000,3107,388832,960,396,50,0,44417
1370385333.6,112065,187385,53,30712,51725,1070079,5896,7924,53,0,565800
1370385335.21,22895,3429,30,7764,9031,123757,4890,1623,60,0,80742
1370385336.68,16462,72478,37,14002,17739,173928,4510,2312,57,0,31233
1370385338.15,44236,79919,37,9144,22035,424222,5684,2122,67,0,192785
1370385339.77,20386,18752,41,10302,16192,31795,4148,1171,67,0,29186
1370385341.4,2630,15358,40,2312,2647,44118,517,966,80,0,14996
1370385342.86,37890,26537,35,8098,4908,51045,2609,3510,78,0,45783
1370385344.27,72400,30793,56,49480,38997,2233658,7592,4796,74,0,192600
1370385345.86,2882,2698,48,1711,832,276379,654,131,61,0,20184
1370385347.35,40222,1327,56,20396,86532,1272539,7846,7215,48,0,100818
1370385348.99,28945,126519,56,27356,26480,1236595,16068,12318,41,0,213644
1370385350.68,75687,13389,60,38767,124061,1460769,82995,34957,40,0,107095
1370385352.16,21793,14856,74,31525,69052,1945819,8604,3352,35,0,134920
1370385353.65,23915,42606,78,33418,56305,1267517,4082,2802,41,0,83004
1370385355.04,7733,12662,75,7185,5778,231299,3790,947,29,0,114633
1370385356.43,19088,21746,70,12556,11665,148500,2315,1302,38,0,32951
1370385358.02,12963,146309,51,8472,18330,184072,4423,4672,61,0,62254
1370385359.62,33924,10599,51,34293,44055,423578,11803,6496,56,0,116341
1370385361.24,16132,61263,56,23725,26254,185038,6040,5247,63,0,210906
1370385362.65,2133,39820,47,3798,4090,332519,1682,514,74,0,13449
1370385364.02,2351,6983,53,2482,6473,90281,1109,239,54,0,26488
1370385365.82,5083,1588,43,2910,4502,107872,1355,293,54,0,21124
1370385367.23,17402,23653,26,4032,9810,83843,3706,2393,53,0,155200
1370385368.83,12334,34475,27,15193,52954,715329,7333,3846,30,0,159142
1370385370.29,37893,52389,37,32093,32267,48463,11028,6200,37,0,148512
1370385371.98,56749,44976,47,36050,46555,89683,8446,3008,48,0,38940
1370385373.44,278658,238139,80,195710,178404,939217,60532,37980,61,0,142264
1370385375.23,7562,13898,51,3547,5589,498134,1055,467,61,51,39546
1370385376.89,2534,10337,24,1966,4495,830213,469,393,61,0,43476
1370385378.34,8094,29157,26,10265,8043,2332606,714,521,54,0,60042
1370385379.75,4978,45416,10,2729,5762,1015505,877,477,54,0,122066
1370385381.21,4801,6616,10,1344,2587,734651,479,273,54,26,13546
1370385382.82,3893,24708,14,2955,11693,431250,4721,4972,53,0,23711
1370385384.29,21231,14333,37,14085,26156,1599506,3321,745,61,0,23896
1370385385.75,5866,12776,37,15367,23941,738880,4727,1445,61,25,238958
1370385387.16,25961,26237,37,17705,23907,826609,3140,946,61,25,44651
1370385388.62,21290,23595,37,18490,18357,1762545,6184,1692,61,25,182051
1370385390.1,16738,16176,37,11682,11551,1277792,5742,3656,61,25,55194
1370385391.76,46970,52574,37,37409,85896,900390,8492,2780,61,26,196424
1370385393.17,15187,5388,37,19324,25180,402480,3034,852,61,25,83600
1370385394.53,5728,9847,26,3110,5862,800548,923,563,56,0,47231
1370385396.12,7368,4464,66,12835,18952,658444,2226,418,51,0,15409
1370385397.69,76686,83077,64,20471,51719,1845110,10821,8100,48,0,275765
1370385399.12,17250,23138,56,20691,21666,234690,4390,3334,38,0,142231
1370385400.51,28942,7534,56,11315,19337,345100,3644,660,38,25,49335
1370385402.06,105906,16642,84,93306,138356,226601,14066,2851,43,0,17274
1370385403.47,3296,5313,84,4959,3383,741450,1446,742,43,25,10858
1370385405.07,82792,12178,84,38680,40919,1675005,8727,5931,43,51,60871
1370385406.54,23801,2376,84,54414,38271,857013,6803,646,43,51,10548
1370385408.17,29412,27364,84,22908,9804,1814575,6408,1491,43,51,138248
1370385409.6,273,523,57,156,170,125839,44,72,44,0,2013
1370385411.62,41159,8131,51,3468,5356,18715,2060,2398,81,0,8650
1370385413.23,14865,3278,60,4998,2991,10144,4640,4617,78,0,12123
1370385414.69,50084,16133,47,3978,4922,18307,2159,3089,90,0,21789
1370385416.08,10817,33817,37,5971,7416,7664,7438,1434,90,0,45290
1370385417.52,16219,42367,34,13039,10164,997432,3226,1124,67,0,215548
1370385419.14,30009,73813,34,18542,22957,2138857,5721,2038,67,25,258124
