time,alpha_high,alpha_low,attention,beta_high,beta_low,delta,gamma_low,gamma_mid,meditation,poorsignal,theta
1370248081.93,6759,7545,57,4246,6914,18956,2145,1573,60,0,22957
1370248083.17,12926,7704,60,3397,11157,25043,2514,4036,66,0,31144
1370248084.35,8318,5749,74,6328,2780,8473,2989,3189,66,0,8016
1370248085.69,7977,68502,69,7025,4384,5603,2383,1512,77,0,11022
1370248086.84,16623,6843,66,6819,4205,145290,1183,4717,94,0,25102
1370248088.15,3190,6737,75,4757,11157,4189,3984,1988,78,0,17902
1370248089.31,2816,14020,70,3397,5301,25420,1760,908,75,0,7718
1370248090.58,18338,7616,78,6144,8239,3542,4781,1931,61,0,14622
1370248091.74,13508,26903,70,3955,14486,55740,3468,2499,66,0,17538
1370248092.98,7856,4373,75,7098,8901,53437,10351,2603,69,0,14508
1370248094.15,17585,17606,60,2960,4059,5418,2604,1576,63,0,54975
1370248095.4,4705,2753,54,3430,14535,22637,3413,1641,48,0,24227
1370248096.56,6406,8026,57,5931,5813,14065,4440,4175,30,0,47247
1370248097.81,26515,12695,41,2920,9503,17431,3626,3456,43,0,18448
1370248098.96,37918,5806,47,4697,2717,16423,4259,2546,47,0,50087
1370248100.2,26134,17029,51,8215,9752,18577,4288,3733,67,0,8993
1370248101.36,15166,12378,54,6396,4886,39506,2379,6087,80,0,28873
1370248102.6,17380,20924,53,3255,5499,34984,1674,2056,78,0,31543
1370248103.77,1239,21328,63,5471,4040,34609,2477,1260,80,0,17499
1370248104.98,6138,6239,61,4362,7828,13086,5482,1553,66,0,18214
1370248106.16,9841,26158,51,3016,6485,9201,4098,2409,67,0,35791
1370248107.36,30276,3826,63,7389,2933,59927,2954,2244,70,0,14476
1370248108.62,2857,6580,63,5042,12004,14711,2823,1735,57,0,24833
1370248109.83,7626,17275,57,3252,3964,6242,5212,1915,70,0,8639
1370248111.01,4863,8179,75,6417,6244,24387,3386,3264,64,0,17303
1370248112.2,10400,4459,61,1692,4676,29502,1791,1742,53,0,24818
1370248113.41,19014,7323,63,5012,4459,12546,3300,1863,74,0,5859
1370248114.61,7163,3769,60,1964,6123,28810,1661,2200,60,0,19276
1370248115.84,12352,3299,53,6060,5380,16412,1030,1813,56,0,39414
1370248117.0,13014,1530,54,3704,9819,3163,2664,1737,48,0,53438
1370248118.24,4008,27146,47,4171,6243,40125,2775,2004,40,0,34749
1370248119.41,12422,26972,54,11538,5962,16890,1685,1170,44,0,36581
1370248120.67,13024,10108,51,3800,11634,12070,1264,4038,51,0,23355
1370248121.84,16207,4912,48,2803,13432,100666,2214,668,54,0,55290
1370248123.07,7788,2426,51,4893,6157,14609,1945,3175,41,0,45813
1370248124.23,2951,11035,44,4211,6564,10918,1940,874,29,0,46599
1370248125.47,2288,2169,47,8114,2092,157956,1677,1307,7,0,74845
1370248126.64,4549,2697,69,6771,4532,6343,2983,4047,8,0,11893
1370248127.94,14942,7396,66,3920,4598,14655,2766,1913,17,0,43014
1370248129.07,4444,16229,69,3587,5565,3899,1741,1829,35,0,11239
1370248130.29,12105,7081,84,12472,6378,99198,1714,1559,61,0,7253
1370248131.42,5298,10883,80,4168,3436,37272,2040,5997,74,0,7435
1370248132.62,28294,7770,88,8992,3990,26949,5027,5549,83,0,18569
1370248133.79,20155,37366,74,2405,11459,56377,3842,2400,81,0,50117
1370248134.93,5749,12966,63,4289,7232,12326,3614,1659,84,0,6402
1370248136.13,5382,9564,61,4334,10385,14732,5739,2048,78,0,12878
1370248137.26,4306,3029,61,2873,9201,19349,4015,7928,66,0,9883
1370248138.48,14216,5689,75,4630,4704,28806,3612,2580,60,0,30411
1370248139.63,2377,11816,77,5846,20016,26216,2288,4058,48,0,15195
1370248140.88,21173,8116,67,3894,3916,17043,3005,3394,53,0,25534
1370248142.08,11538,17913,63,5566,6412,8277,3472,2551,60,0,30909
1370248143.33,10390,12376,66,5666,3424,6141,3433,1258,63,0,21834
1370248144.59,7318,37679,47,5030,5376,13407,2837,1513,84,0,32307
1370248145.85,7016,2112,51,4498,5722,17701,6180,4146,69,0,26422
1370248147.01,17841,6093,50,3792,8911,5654,3858,2156,61,0,30777
1370248148.32,10349,644,54,5390,3567,21329,2436,2927,48,0,43205
1370248149.49,20287,15039,48,2637,1873,305451,2467,2526,43,0,53749
1370248150.74,6113,7681,41,3167,5142,25390,2286,2623,44,0,37992
1370248151.9,2119,7136,53,3954,2704,25172,3531,2592,47,0,6660
1370248153.14,7919,8248,53,5844,11818,197691,1882,2947,48,0,45696
1370248154.31,5325,2766,67,5304,8411,48926,927,2855,38,0,25697
1370248155.56,16045,3492,75,9931,13516,379842,2036,3210,37,0,54891
1370248156.74,2847,14219,70,6054,4310,289564,1736,956,37,0,12629
1370248157.99,3560,23629,81,12076,6870,49714,2296,2401,47,0,23650
1370248159.15,17322,15949,69,6734,13253,128417,2575,1874,50,0,100908
1370248160.4,24147,8227,66,5692,2426,144787,7776,2201,60,0,40222
1370248161.56,7907,8547,60,4043,9241,146957,3744,2640,54,0,27435
1370248162.82,20022,21510,44,4668,7233,92621,5293,1124,54,0,56273
1370248163.99,13441,10326,51,6057,2946,38305,2499,1121,60,0,38184
1370248165.21,17787,5510,60,9262,8024,70431,3353,2700,57,0,25118
1370248166.38,16494,8590,64,5833,4648,117910,3006,1872,66,0,11340
1370248167.6,18721,15023,67,5454,8865,70154,2790,2032,69,0,34547
1370248168.86,11310,8785,67,10398,9470,207533,3303,1475,57,0,104867
1370248170.08,8514,5190,61,5263,4674,13230,3587,1232,51,0,37011
1370248171.27,6654,7020,63,8185,11784,67179,1802,1368,37,0,30984
1370248172.47,1241,6138,66,4312,24859,141943,2867,1553,17,0,32024
1370248173.67,14961,11014,64,5319,13019,48053,3358,2905,24,0,64064
1370248174.9,15976,17527,67,9181,8139,534840,3794,3531,35,0,26510
1370248176.1,40637,22126,63,14405,40304,66006,2435,3839,43,0,53037
1370248177.3,7487,19860,69,10276,6268,68416,2823,1420,61,0,18984
1370248178.51,19894,14815,74,3809,3153,66002,1547,533,80,0,12217
1370248179.7,29978,14696,70,22638,12748,556284,2597,1719,67,0,130890
1370248180.93,10021,8860,63,3011,4603,202887,2131,1461,66,0,31564
1370248182.13,22849,20059,43,3460,15087,420964,2215,1153,61,0,79724
1370248183.35,6369,2572,48,4645,4505,137974,4969,1968,40,0,31781
1370248184.51,7053,12029,43,3695,7324,45154,3822,1609,47,0,28535
1370248185.72,769,9594,51,2630,2787,61503,780,410,50,0,10092
1370248186.86,10874,12016,56,3581,7328,115291,1460,1935,47,0,50750
1370248188.07,6268,14591,44,3784,10933,590532,3382,1775,48,0,69572
1370248189.26,8605,7502,41,3059,14552,51503,3458,1433,43,0,33864
1370248190.45,804,7019,47,9676,2465,60274,3535,1573,29,0,38214
1370248191.59,9211,3193,37,3301,12748,55672,2265,1301,13,0,167791
1370248192.76,3131,4083,43,6007,3354,234819,3862,1320,4,0,61154
1370248193.94,1076,1574,57,2087,3718,10879,357,598,1,0,6595
1370248195.05,14351,38464,40,5374,12768,183204,3911,2788,11,0,82397
1370248196.29,1507,2188,41,452,1264,255632,201,114,21,0,17315
1370248197.45,3538,5099,34,5174,13018,1527704,2760,2137,16,0,138519
1370248198.71,18579,19617,27,17615,17422,680540,3591,3343,20,0,86665
1370248199.87,3828,21091,30,4532,8267,16310,831,1116,14,0,62269
1370248201.23,7193,5565,70,9546,9842,335432,5637,866,37,0,30211
1370248202.4,4128,1852,53,769,2483,21021,474,835,29,0,16103
1370248203.64,854,1388,56,1648,4413,62896,1680,1194,17,0,17211
1370248204.81,15607,19455,48,6846,9079,204306,7487,1594,17,0,137271
1370248206.07,19467,8346,30,6170,8841,113055,2932,2023,17,0,105041
1370248207.22,11435,12786,41,5798,14668,201856,1482,3185,21,0,36693
1370248208.53,17530,6887,37,2490,6487,45349,2356,1132,41,0,22388
1370248209.7,13406,2045,53,5955,3886,31066,3831,2086,54,0,9709
1370248210.96,9407,13244,54,4892,10950,30914,2576,1023,54,0,79432
1370248212.12,10478,4770,61,3847,3894,360823,2852,3232,64,0,5649
1370248213.37,15149,1439,56,2433,9497,447218,1813,1916,54,0,51770
1370248214.52,2607,8226,37,1854,2728,18435,476,877,40,0,50216
1370248215.77,10037,3879,47,4161,4154,394605,3466,2790,48,0,19379
1370248216.94,3969,19151,48,9594,7374,40807,4745,760,43,0,19216
1370248218.19,8689,8666,57,5071,2220,31125,1529,2709,47,0,38988
1370248219.35,2773,6637,67,1772,2012,91200,625,242,57,0,10476
1370248220.58,5352,14543,56,2321,8776,245480,3020,1461,54,0,46814
1370248221.75,12957,16661,41,3041,4928,58538,1785,2623,60,0,19646
1370248222.98,10047,8244,54,9779,7912,37319,808,3070,63,0,11774
1370248224.17,5537,7344,61,5082,9060,67372,2292,971,60,0,13782
1370248225.38,6444,3526,75,2901,4286,97529,2167,965,63,0,13850
1370248226.58,7488,1439,80,3974,4662,109031,1880,2596,48,0,29220
1370248227.78,8722,12004,64,7107,5639,27627,3005,1138,38,0,79108
1370248229.06,13684,1453,53,4444,4369,41225,1270,2212,29,0,63940
1370248230.29,5428,17039,51,7374,2316,243619,2398,1519,26,0,58994
1370248231.49,15498,46396,41,4565,4043,213522,4748,2976,44,0,36561
1370248232.69,101543,36784,44,15487,12208,29639,7490,10112,64,0,47292
1370248233.89,24462,16128,51,30743,15267,1196068,26869,21733,60,0,251214
1370248235.1,2529,3100,51,2725,3104,175604,2012,1063,54,0,24711
1370248236.31,22883,23843,51,57521,59937,855379,31706,8691,54,51,104196
1370248237.5,49643,56292,51,22748,34763,977671,10225,10850,54,51,112006
1370248238.7,10086,16843,51,2439,3496,1226117,1058,547,54,51,62977
1370248239.86,10688,45149,51,8721,23599,780096,717,1302,54,51,27789
1370248241.12,24330,1779,53,5612,15440,583742,2833,4192,38,0,71140
1370248242.29,450968,243727,53,271864,576432,1680979,63582,15944,38,51,1342952
1370248243.53,99864,178180,53,82256,121358,1279201,25578,15223,38,51,390602
1370248244.66,5393,4716,61,3854,5319,94646,1057,786,24,0,10563
1370248245.88,9913,20421,44,5387,5466,465346,786,1074,26,0,187135
1370248247.03,8988,7784,43,2952,6582,1180376,5887,1361,38,0,27308
1370248248.24,30486,38084,53,27146,10735,492853,15849,11057,43,0,98728
1370248249.46,10885,2534,41,7736,6330,1554010,2575,1355,27,0,113029
1370248250.65,67651,135448,41,104337,33707,643376,27537,11671,27,51,251775
1370248251.81,16858,41498,41,8919,14553,1409125,2904,2458,27,25,313039
1370248252.99,4906,22304,53,7476,2215,374608,3320,3496,35,0,72742
1370248254.19,15406,4600,56,3513,9487,85282,6189,3867,40,0,13156
1370248255.38,36961,20504,43,5685,10879,784061,3213,3359,40,0,99524
1370248256.6,2919,24093,43,5137,11692,92757,4595,3405,51,0,58515
1370248257.78,5868,13412,35,1638,2327,123621,721,777,60,0,21702
1370248259.11,53441,62474,37,10232,11343,1608041,2337,3967,70,0,136133
1370248260.31,3537,2809,27,411,322,154682,133,145,74,0,11167
1370248261.56,6895,11911,16,1039,3369,730167,586,290,57,0,70694
1370248262.75,22126,48719,1,3546,8400,1457659,5459,4011,50,0,207112
1370248263.97,3302,10744,3,2506,6300,67880,1917,871,48,0,10694
1370248265.17,10302,2704,21,6428,9542,67549,3291,3587,40,0,35037
1370248266.41,9230,12552,37,3565,4070,148598,1495,1501,48,0,34063
1370248267.59,1290,8956,53,4728,3901,88668,3827,2840,38,0,66774
1370248268.88,23252,7237,47,2791,2514,39951,2557,2486,41,0,24312
1370248270.05,12702,4738,47,4897,7758,22772,2178,2641,53,0,13936
1370248271.28,8634,5693,54,4777,7392,8072,1843,2037,51,0,19692
1370248272.45,6740,3221,53,2636,4323,26457,1089,1516,54,0,42449
1370248273.68,12538,25673,50,2391,3183,50777,3471,2143,53,0,35702
1370248274.83,4412,5645,53,3540,2601,9930,1605,1497,56,0,4758
1370248276.08,13878,5056,53,3639,6082,5865,5788,1745,64,0,9632
1370248277.26,2188,7878,69,5615,5104,18079,1743,3312,74,0,11179
1370248278.51,3353,9981,83,5478,3043,11113,1024,2440,63,0,31321
1370248279.67,10484,24455,78,7448,7116,358971,1516,2073,64,0,18597
1370248280.92,4287,2706,69,2575,3612,22074,5316,1328,47,0,40798
1370248282.07,7517,23255,53,2208,4716,5359,2251,3882,56,0,17017
1370248283.32,6579,10566,43,2113,11752,10702,1050,2510,60,0,23963
1370248284.49,1886,6483,47,5385,8709,5417,2967,3002,47,0,19065
1370248285.75,2025,2389,53,2256,2208,1046,2654,1988,48,0,19708
1370248286.92,2530,14900,61,3457,4836,9925,3411,1888,43,0,12539
1370248288.15,1706,3332,74,5245,2932,23437,3045,2507,30,0,25092
1370248289.39,7312,16396,57,2780,5839,39626,1314,2419,38,0,36782
1370248290.65,2850,7746,67,4711,4173,13964,5160,1466,50,0,8449
1370248291.81,3155,17928,74,4276,2927,20926,2560,2499,57,0,2938
1370248293.07,6639,3583,63,4990,8964,47430,2699,1238,57,0,60493
1370248294.22,7049,5466,84,7641,9090,45787,3195,2610,57,0,8461
1370248295.46,10437,4633,88,7324,4294,9766,1657,1257,61,0,6576
1370248296.63,15215,6339,75,3927,8592,30825,2067,2289,41,0,52260
1370248297.86,2090,3533,78,3632,5256,24873,1643,3102,41,0,32219
1370248299.04,10460,846,67,4502,2891,8951,2268,3338,38,0,25159
1370248300.23,8621,4201,60,5721,4836,8907,2783,2440,29,0,20922
1370248301.41,10567,8077,70,3634,5429,28873,4277,1532,43,0,7831
1370248302.56,5304,2351,77,4447,4827,33703,1817,2208,50,0,19925
1370248303.76,8055,10937,83,9831,7514,23289,2322,1211,54,0,17395
1370248304.88,5460,5727,80,3234,10004,5921,1858,1495,53,0,16522
1370248306.1,8453,13482,75,5120,14827,9987,1863,2021,43,0,35836
1370248307.24,4104,3171,78,3405,1900,4073,1276,2368,51,0,8389
1370248308.45,5880,6821,70,4638,8298,19342,1575,2523,47,0,23298
1370248309.66,21926,6223,67,5107,5350,434132,3464,1427,53,0,27066
1370248310.83,1689,4863,67,3243,2709,731544,529,706,47,0,28360
1370248312.04,8658,3455,56,3356,1943,9544,4193,2052,40,0,33555
1370248313.27,3408,7126,60,5628,3183,47456,1837,1896,41,0,15781
1370248314.46,6084,4404,60,2802,5517,5240,3372,3348,37,0,16659
1370248315.79,16275,16498,47,3401,3400,73663,2037,1837,50,0,21862
1370248316.97,9518,14315,48,5454,7890,68629,3081,769,48,0,48276
1370248318.18,8502,24881,38,3995,5115,75747,2353,2143,51,0,77156
1370248319.37,18826,8750,37,5045,5778,73944,1195,1568,63,0,33826
1370248320.59,22458,6390,38,6865,4738,27761,752,2251,50,0,68385
1370248321.81,13464,7493,37,5549,2204,43969,1575,548,48,0,70891
1370248323.03,16084,5175,34,5294,3333,106111,2646,2061,35,0,187272
1370248324.21,4707,30175,30,4387,2195,71743,2200,784,37,0,36917
1370248325.43,19884,31415,17,3532,4908,69396,1660,1473,37,0,128281
1370248326.64,21195,14535,24,6002,11914,42098,1723,2331,47,0,25212
1370248327.83,17996,15838,37,7807,13267,7914,1627,1958,60,0,76102
1370248329.1,6858,9948,51,9213,10194,27493,2139,1356,54,0,13533
1370248330.3,22569,26075,66,4819,6047,38357,1644,1562,70,0,12880
1370248331.51,18438,13448,61,3127,4315,13448,1158,1664,75,0,19827
1370248332.7,11370,15376,57,2351,8489,30471,4189,4028,87,0,15048
1370248333.93,8818,3770,50,7065,9154,69424,1975,2267,78,0,39923
1370248335.1,30245,20984,47,5610,9942,145394,1498,1623,66,0,61175
1370248336.33,20945,1298,47,3237,2364,35966,1378,1598,60,0,29837
1370248337.5,7691,7500,38,1817,3465,20119,783,1874,47,0,49841
1370248338.74,4955,2489,35,2582,4015,36522,1305,1116,48,0,21468
1370248339.91,1830,6762,51,3117,6645,8899,1376,1961,48,0,4371
1370248341.15,1059,6495,54,3820,4800,6051,2044,856,35,0,34237
1370248342.29,2690,13997,67,4416,7240,33419,2797,922,41,0,27970
1370248343.55,4446,22182,63,2369,3570,24286,2129,1477,54,0,19453
1370248344.71,3518,2883,64,7785,2384,9757,2436,508,43,0,22176
1370248345.95,2617,4085,75,2767,9920,19184,1000,1552,50,0,4013
1370248347.12,2927,6493,80,3624,2533,13730,2177,2779,50,0,15066
1370248348.35,4915,13623,83,2860,4550,33910,1340,1151,47,0,18844
1370248349.59,18875,10849,66,3260,9192,15621,1066,1100,60,0,29246
1370248350.84,12499,7377,56,4478,15750,5936,814,1595,61,0,21536
1370248352.0,6600,4990,53,3053,18684,13117,1364,1340,57,0,14724
1370248353.26,3301,8329,60,6382,5114,13975,1937,3007,47,0,36969
1370248354.4,9106,13722,63,3006,5507,3850,4931,1109,50,0,14588
1370248355.64,2725,6366,70,4234,7355,18311,1662,2424,50,0,8183
1370248356.81,1378,2832,75,4904,12441,17933,3089,2765,38,0,31237
1370248358.01,11093,15040,64,2524,2790,37091,967,1224,53,0,16235
1370248359.17,7261,12755,61,3380,9513,5305,1624,1373,44,0,39609
1370248360.31,8162,2487,63,8151,5776,39948,705,742,41,0,16037
1370248361.51,3674,2569,74,6403,9932,28672,2185,1437,50,0,13504
1370248362.65,5990,5770,83,4798,3266,11414,1148,2472,38,0,18685
1370248363.87,15235,11157,93,6862,9359,16802,2075,1478,43,0,25538
1370248364.99,9691,7038,87,4766,2740,20773,2352,2482,53,0,10500
1370248366.18,9998,6398,69,4261,4663,41738,1721,1497,56,0,50958
1370248367.35,4146,6223,61,1836,2316,4607,2323,1418,57,0,18015
1370248368.56,6861,4425,54,4296,8411,28803,1538,648,48,0,45734
1370248369.81,7541,18125,44,2516,10784,7855,765,2525,48,0,12542
1370248371.02,5185,20238,60,14967,8839,12322,3675,1285,53,0,28401
1370248372.21,14947,9304,64,5947,4245,21082,1491,1668,54,0,25538
1370248373.54,12730,36467,37,4046,9362,49286,1575,2106,69,0,62004
1370248374.72,27025,48639,23,3385,2347,24318,2280,5257,66,0,80202
1370248375.94,32772,22513,21,5306,10607,24559,3019,1735,69,0,46035
1370248377.13,18554,19174,11,3701,4368,40351,4141,1879,63,0,135869
1370248378.32,7852,9674,23,7476,5174,47532,1849,2631,54,0,49566
1370248379.54,8816,37429,24,5059,4316,26029,2267,2595,43,0,144000
1370248380.76,6517,10507,20,5035,8793,134596,1262,1416,23,0,118751
1370248381.99,12029,20414,21,3118,3544,71458,2124,1327,24,0,92718
1370248383.19,737,8920,14,1937,854,157461,758,748,27,0,24773
1370248384.39,32787,40355,20,7333,9486,114977,5063,3691,34,0,114443
1370248385.59,12869,23277,20,4332,8604,79397,3930,2235,43,0,85411
1370248386.8,16343,13572,23,4355,3341,75620,1739,3375,40,0,116008
1370248387.97,26657,24331,21,7588,12954,129544,2524,1719,43,0,85982
1370248389.21,93283,4045,17,4418,17539,199859,2265,1654,51,0,59206
1370248390.44,45902,12802,14,3915,5879,20842,1592,1924,56,0,96918
1370248391.67,34737,72773,16,5440,12532,71516,2005,2353,78,0,41264
1370248392.85,1997,3146,11,1337,1518,141126,314,562,66,0,32641
1370248394.08,9750,55176,14,6131,6228,53288,2165,1146,63,0,62916
1370248395.25,12849,38905,17,5391,9466,103488,2958,898,61,0,99685
1370248396.48,1649,39899,17,3023,3887,99885,1649,787,51,0,47087
1370248397.65,4421,12084,27,2090,2593,123557,560,705,74,0,8828
1370248398.9,890,2087,37,1222,801,103422,1021,509,61,0,10037
1370248400.06,13483,37129,40,6698,6793,77465,1196,2725,63,0,82698
1370248401.32,1586,26387,51,7020,6088,52324,2762,1580,57,0,50336
1370248402.49,4280,48560,44,6313,1579,83966,2515,1293,50,0,71132
1370248403.75,12859,27588,29,2078,3840,40635,6248,2683,57,0,72364
1370248404.92,19124,24074,37,9324,12227,79471,2066,1320,56,0,70009
1370248406.17,7503,64985,37,13110,27907,117071,3751,3171,61,0,63987
1370248407.34,5264,11377,41,6190,3953,84133,1528,1506,50,0,71942
1370248408.58,4699,4912,50,4417,7160,95161,3062,2142,30,0,100198
1370248409.8,9788,3350,41,5283,6139,73722,1445,2568,16,0,116676
1370248411.05,10755,57848,29,7758,6314,61549,1819,1284,10,0,172661
1370248412.21,10581,10579,17,3579,5356,41182,2880,1400,8,0,117573
1370248413.46,12347,27731,21,4668,5629,78811,2805,643,27,0,45988
1370248414.63,21150,5250,21,6916,8978,102957,2609,1230,34,0,139834
1370248415.85,16455,8650,24,9189,2366,98565,3003,586,23,0,176049
1370248416.98,3591,2539,43,2884,3994,129367,512,308,27,0,16536
1370248418.18,11060,39070,38,5122,11714,38537,2382,2477,24,0,80722
1370248419.35,6909,11037,48,9473,21362,30559,1902,1555,24,0,87450
1370248420.49,17556,15824,47,4998,8392,56488,3355,3363,34,0,94384
1370248421.7,10126,14400,48,8009,3655,48834,2650,1547,40,0,35953
1370248422.84,12490,16258,63,11677,4301,37542,4104,2499,40,0,42235
1370248424.06,10925,27049,50,4625,2127,37566,2951,2984,44,0,129940
1370248425.2,2621,7624,56,1929,1318,107457,1465,407,48,0,19324
1370248426.42,6670,6505,43,4954,7853,69231,1164,908,34,0,93756
1370248427.61,10313,9006,43,11646,6583,27149,1736,2115,26,0,60470
1370248428.86,16161,100253,43,7540,15145,103689,3954,2342,37,0,130538
1370248430.08,2321,4570,43,6664,8513,59031,1612,838,17,0,88628
1370248431.42,7361,33414,30,5316,2174,84291,1639,1164,14,0,194648
1370248432.58,10723,9704,40,8740,7800,56237,1333,3283,27,0,62533
1370248433.84,26421,33834,35,6798,7670,325091,2557,1446,37,0,137547
1370248435.01,5468,7321,17,2703,2398,175222,1532,2269,17,0,133405
1370248436.25,30854,56204,27,8769,8654,168769,1244,1428,34,0,89616
1370248437.42,4611,16586,21,7278,6964,110403,2507,1180,27,0,118690
1370248438.67,6850,14153,30,9342,2876,66469,2341,1137,21,0,87040
1370248439.84,4317,17205,30,2311,1903,116141,2468,1297,29,0,101869
1370248441.11,1845,2120,37,3978,4729,64933,2548,1568,7,0,44996
1370248442.28,17345,22807,34,3615,11951,54450,2478,1660,20,0,59847
1370248443.53,2406,5916,30,3245,4823,18238,929,1766,20,0,31814
1370248444.71,5324,21635,56,7427,4368,20424,1111,954,35,0,17600
1370248446.15,20973,13961,64,10479,6448,27919,2426,1701,60,0,22740
1370248447.31,4648,4361,81,5072,9970,65835,3139,1792,53,0,18211
1370248448.57,17001,11111,70,1513,4135,144802,427,274,66,0,23677
1370248449.79,3637,12217,70,5808,5457,9397,2968,1490,61,0,15945
1370248451.05,13327,6868,69,5747,3420,28437,1197,1295,61,0,15399
1370248452.23,3932,2080,67,8140,5438,35042,1833,556,51,0,49915
1370248453.47,4120,5498,90,4061,6854,11058,3503,2162,44,0,8543
1370248454.63,3678,15425,83,3680,7136,12376,1975,2145,47,0,17854
1370248455.88,9733,18471,66,3116,3348,188942,1440,745,38,0,68853
1370248457.04,4674,10396,64,9228,1962,11148,1435,1144,47,0,58748
1370248458.29,12547,26062,50,4734,10878,19179,2202,1224,48,0,48099
1370248459.44,1245,1668,54,1820,3096,51567,1545,816,37,0,9369
1370248460.66,4283,22851,57,3240,1610,7517,1130,1283,41,0,42605
1370248461.85,8107,6423,50,5738,18727,82055,6302,4558,38,0,76071
1370248463.05,7166,13647,51,6057,6830,23670,1038,2405,29,0,66414
1370248464.26,372,15289,50,6229,7171,49084,2880,2017,35,0,37205
1370248465.45,8913,5532,57,5818,2117,14864,1139,1995,26,0,46119
1370248466.65,18413,5100,64,5321,2625,15690,1873,2351,43,0,21042
1370248467.84,8376,6716,74,2076,2499,23280,3237,1220,64,0,1283
1370248469.06,6054,26211,67,6121,4010,54790,2399,1581,70,0,46469
1370248470.3,5016,14724,60,3814,5956,21600,2578,1583,74,0,54784
1370248471.5,4857,19534,51,3140,4450,188722,1767,802,70,0,25818
1370248472.64,2866,2670,44,1017,469,59987,577,448,54,0,9599
1370248473.85,3480,22666,50,6305,2923,22354,3262,1567,56,0,26639
1370248474.98,7766,8835,56,4828,11908,69982,3349,897,56,0,40170
1370248476.2,20145,9645,51,3255,6360,46992,1550,1399,54,0,44381
1370248477.32,9598,19225,57,4143,13567,8803,972,1116,63,0,10129
1370248478.52,14702,24425,50,4747,8497,12368,1472,1280,63,0,42641
1370248479.67,4467,3250,48,7865,2907,106331,2285,1417,48,0,102387
1370248480.83,38343,29345,60,9989,10766,3748,1241,620,60,0,16476
1370248482.01,27074,41925,50,6704,11699,21460,2367,1419,57,0,67512
1370248483.19,2854,3752,56,4366,10172,15103,4535,2128,40,0,35072
1370248484.43,4927,7812,66,5645,7046,84523,1722,5768,57,0,14399
1370248485.59,4021,7435,69,5471,7730,44922,1014,705,40,0,24775
