time,alpha_high,alpha_low,attention,beta_high,beta_low,delta,gamma_low,gamma_mid,meditation,poorsignal,theta
1370315922.28,109057,557930,0,248954,237360,1287322,123402,15764,0,200,1804420
1370315924.05,28401,240151,0,41961,41392,695146,45976,9308,0,200,191358
1370315925.48,99566,138386,0,51412,18518,1810658,22877,4978,0,200,73267
1370315926.9,5334,24768,0,10105,8000,739397,10977,690,0,200,39381
1370315928.28,10834,68059,0,20069,11959,1109038,12896,1936,0,200,257763
1370315929.65,184155,77605,0,41398,20167,676235,24936,1989,0,200,304743
1370315931.08,265639,496085,0,125791,104905,2827003,123977,37260,0,200,244670
1370315932.48,5654,28297,0,14848,8092,585180,9680,1017,0,200,127440
1370315933.89,410411,305274,0,189965,154536,1141499,138035,35964,0,200,1229259
1370315935.46,140452,19224,0,50561,67749,2527491,66253,7033,0,200,223248
1370315937.09,144927,103273,0,38432,37747,1565404,28900,6601,0,200,86550
1370315940.83,41183,17983,0,53316,59504,573226,106562,6675,0,200,238982
1370315942.42,37255,249252,0,57395,45075,957388,51913,8024,0,200,147158
1370315943.8,10850,11985,0,9959,21600,297350,8479,1182,0,200,224854
1370315945.35,66239,38475,0,54145,38388,826840,48400,5529,0,200,217302
1370315946.88,111805,126616,0,36807,22740,303609,51910,6300,0,200,308576
1370315948.66,11128,21060,0,18758,5238,85022,10084,1809,0,200,166161
1370315950.0,46006,30828,0,14385,6120,1045806,5755,984,0,200,137199
1370315951.36,38533,34256,0,19356,13070,983995,12457,5998,0,200,189894
1370315952.96,81360,22332,0,9094,11129,197882,10411,1870,0,200,66138
1370315954.83,157942,67057,0,91611,46920,1822126,94809,15510,0,200,333244
1370315956.24,56008,46343,0,70236,52705,1583218,37467,5051,0,200,608832
1370315957.84,80091,82838,0,22728,78984,1762667,28972,10590,0,200,276671
1370315959.26,27136,30236,0,7615,36912,1102426,7945,1365,0,200,98106
1370315960.79,107011,21199,0,54017,18847,750623,51584,7780,0,200,1163387
1370315962.34,82241,13974,0,54855,11349,542268,53614,9763,0,200,191124
1370315963.73,29677,5171,0,23905,19937,757162,9090,1628,0,200,22145
1370315965.33,96096,250220,0,45036,10384,1887659,24030,7483,0,200,233446
1370315966.91,28812,44547,0,47591,37353,1878051,92948,5270,0,200,801732
1370315968.34,22958,10553,0,8410,25572,327297,12898,1136,0,200,49904
1370315969.69,612742,363490,0,113469,152468,1303333,166440,18833,0,200,1629868
1370315971.09,38029,105998,0,49149,20926,1313676,74809,13216,0,200,289073
1370315972.69,33745,73050,0,10692,10067,891262,7581,1425,0,200,55552
1370315974.17,96046,154106,0,90280,43584,845132,35770,2013,0,200,257477
1370315975.54,91516,78333,0,49354,38252,1343398,57096,7825,0,200,577507
1370315976.91,6525,3792,0,2032,2217,75932,4266,738,0,200,20290
1370315978.36,16121,10074,0,14128,7302,474496,6535,1423,0,200,92173
1370315979.76,48424,84284,0,47875,46223,1037305,15603,4487,0,200,877922
1370315981.11,8545,55807,0,9061,4661,898430,20910,1831,0,200,59452
1370315983.09,41578,265053,0,48266,33352,925080,34736,2873,0,200,438064
1370315984.59,55008,3832,0,8868,5248,216760,16467,775,0,200,94005
1370315985.95,40610,9119,0,15556,11927,865342,14863,1912,0,200,65373
1370315987.49,7315,18146,0,11005,13545,1006358,10435,1302,0,200,380603
1370315989.0,93222,83121,0,42818,31181,1282521,22009,8441,0,200,277272
1370315990.32,186689,28564,0,30566,16258,1856373,81744,3943,0,200,148881
1370315991.69,22894,3464,0,7428,6264,665907,13886,1312,0,200,60908
1370315993.28,31060,145877,0,44833,34388,1215935,33029,5615,0,200,112020
1370315994.61,33958,1270,0,21437,2479,641703,12701,1043,0,200,92046
1370315996.11,126786,32196,0,31205,69645,2134539,70225,11487,0,200,323323
1370315997.7,48252,133285,0,78555,22668,2164547,54547,7046,0,200,149974
1370315999.13,37463,102124,0,43367,25320,1527379,86217,7606,0,200,101183
1370316000.54,71173,98339,0,53968,55741,411228,41892,3944,0,200,410751
1370316002.51,91048,170133,0,76625,39920,945320,64793,3101,0,200,519936
1370316003.94,211858,61626,0,91812,16730,744200,47611,10392,0,200,358600
1370316005.29,87255,84880,0,46123,8860,2799528,50777,1370,0,200,365508
1370316006.7,12306,6639,0,9685,16584,1063142,8512,1443,0,200,56850
1370316008.29,7702,19434,0,13942,6380,403506,11407,1683,0,200,127766
1370316009.87,54723,181916,0,63712,42452,1405632,68299,6135,0,200,510253
1370316011.44,41964,4705,0,8152,11707,491637,12764,843,0,200,135123
1370316012.82,13624,96760,0,63166,15802,1615512,56004,8487,0,200,168624
1370316014.44,60107,48659,0,62183,23283,911375,23138,4092,0,200,96998
1370316015.99,92061,32507,0,41327,82842,1073280,33301,4565,0,200,183609
1370316017.56,28549,121316,0,55493,26468,833810,49617,13972,0,200,214091
1370316019.15,80378,202496,0,17919,27835,2192361,48783,6623,0,200,88076
1370316020.55,36463,39396,0,43408,1879,678187,5640,692,0,200,39814
1370316021.89,112826,17985,0,45859,50728,1990325,43905,3085,0,200,1434995
1370316023.24,92335,123680,0,59238,18581,966930,36109,6679,0,200,506236
1370316024.79,16334,37101,0,14726,10395,978522,7611,815,0,200,45419
1370316026.2,14947,31044,0,12517,4628,984587,6500,2128,0,200,174635
1370316027.69,46685,22235,0,58160,34657,1918649,27288,9763,0,200,504012
1370316029.03,1053,19273,0,14828,15545,493324,14750,1751,0,200,108840
1370316030.41,43712,41512,0,39863,20987,696435,61467,7262,0,200,317552
1370316031.94,45749,53950,0,66170,28676,1393821,102494,4787,0,200,495956
1370316033.28,25177,43646,0,17128,14243,566702,9993,1827,0,200,47839
1370316034.77,129024,20127,0,41419,58474,2409642,39505,10490,0,200,224002
1370316036.19,65598,35215,0,45578,26739,554671,65037,8231,0,200,556933
1370316037.77,174495,52698,0,36077,18450,685178,21938,2456,0,200,390823
1370316038.07,65241,95655,0,44890,25157,1361359,111596,3200,0,200,110261
1370316039.91,20740,53224,0,66517,21918,1653428,87812,13942,0,200,109943
1370316041.5,69490,151410,0,67015,40170,629706,26838,5537,0,200,281429
1370316043.09,260727,660915,0,214298,169824,931331,254469,31220,0,200,1673253
1370316044.67,8899,37600,0,18649,2679,153952,17209,775,0,200,94941
1370316046.24,116542,160325,0,51604,23273,894917,79630,4519,0,200,425605
1370316047.67,6502,42648,0,13945,25399,217168,20028,936,0,200,78107
1370316049.22,18859,18614,0,8878,18415,400745,12932,610,0,200,57409
1370316050.78,89348,343332,0,39957,20498,660564,34491,7016,0,200,196743
1370316052.18,541650,844643,0,267418,205068,2128215,141254,30866,0,200,1011908
1370316053.84,203244,516217,0,159356,83837,2507671,211727,16822,0,200,952854
1370316055.4,100270,94123,0,139839,18433,580161,25971,5390,0,200,148071
1370316056.96,132299,149982,0,56757,21671,1145799,53278,10377,0,200,277164
1370316058.3,36136,46224,0,19281,14938,263022,11461,2196,0,200,46090
1370316059.67,4148,68423,0,7981,9283,70675,10578,3208,0,200,148839
1370316061.25,29101,14838,0,26122,14400,681639,11254,1899,0,200,51438
1370316062.8,210657,281494,0,54658,31224,1589756,57224,6071,0,200,696074
1370316064.35,40049,87233,0,47600,31616,377187,41335,13688,0,200,420447
1370316065.68,20316,9981,0,13978,9522,776323,11821,1014,0,200,67753
1370316067.22,205117,993310,0,201009,103478,2851307,167997,21242,0,200,571366
1370316068.63,48848,55732,0,84390,56406,1883109,23725,4081,0,200,437387
1370316070.03,41228,58332,0,48771,61446,1085528,30614,5619,0,200,285489
1370316071.4,15029,35480,0,17547,4206,488851,14093,1507,0,200,59825
1370316072.99,112419,124170,0,46316,87860,788798,44163,7659,0,200,253293
1370316074.99,20190,27532,0,16077,3057,518717,12874,2606,0,200,39493
1370316076.36,31750,74264,0,21903,95692,2442659,77778,4813,0,200,336957
1370316077.8,90693,104195,0,53772,26029,1106100,47220,17269,0,200,177507
1370316079.23,36386,19644,0,10557,11261,985400,9442,1631,0,200,92330
1370316080.58,122919,27616,0,45381,108162,1199172,57234,6037,0,200,263590
1370316081.99,11095,14627,0,9990,11089,264828,14404,2286,0,200,152102
1370316083.43,63274,174745,0,51864,85176,2133397,55687,6948,0,200,359254
1370316085.0,117831,24377,0,51965,24454,1718859,31698,3032,0,200,673609
1370316086.57,8658,29880,0,10121,25830,439868,9300,1209,0,200,66009
1370316087.91,4612,494,0,5805,1169,144832,6502,108,0,200,39720
1370316089.33,218890,77836,0,50299,28689,2610626,58295,4420,0,200,224235
1370316090.76,3418,9543,0,3867,1214,242453,3960,410,0,200,10087
1370316092.11,32725,51839,0,42269,42512,1155275,42148,5703,0,200,325453
1370316093.68,14290,14643,0,23503,6742,154963,34653,2608,0,200,106296
1370316095.16,180478,85151,0,33773,120779,63215,41914,6668,0,200,778381
1370316096.72,54106,74862,0,34924,25453,2152328,38025,5900,0,200,93512
1370316098.27,165294,60139,0,60402,67248,762364,13825,4319,0,200,105105
1370316099.61,29268,4393,0,12368,9777,142795,10684,980,0,200,30923
1370316100.95,26622,13719,0,22274,4845,498808,10792,3069,0,200,105513
1370316102.35,14934,27411,0,12852,6961,313291,9839,2973,0,200,58540
1370316103.65,3221,62767,0,11369,14476,315935,10654,1420,0,200,94991
1370316105.21,137021,93230,0,37741,24716,1450790,45157,3091,0,200,102398
1370316106.77,524792,131768,0,280697,177347,1195677,375860,26824,0,200,2016685
1370316108.33,376477,563416,0,162399,113078,1765106,120900,22859,0,200,2528171
1370316109.94,71160,185098,0,69309,19641,174648,29025,10699,0,200,302347
1370316111.33,20947,10402,0,11337,6024,554795,19064,1491,0,200,52386
1370316112.71,28620,66464,0,62038,19824,1488061,58245,3751,0,200,416708
1370316114.74,81522,112760,0,53302,37575,1759704,55274,6485,0,200,159560
1370316116.09,66899,323582,0,46731,53223,757197,38896,11513,0,200,222812
1370316117.52,7413,51759,0,13611,16739,253785,6728,2022,0,200,66215
1370316119.1,20259,23383,0,10886,10572,291810,24053,3341,0,200,39408
1370316120.68,6721,15586,0,16092,1280,638208,18606,1665,0,200,113966
1370316122.08,19809,118597,0,26634,72252,1659881,44278,12074,0,200,474615
1370316123.45,61802,21064,0,7847,7275,244158,11347,1161,0,200,28370
1370316124.87,16406,40147,0,8740,6974,266482,11674,1929,0,200,41205
1370316126.44,18781,13277,0,18874,20031,766287,6204,590,0,200,77006
1370316127.82,17066,16111,0,12780,10837,310536,3123,2310,0,200,211611
1370316129.2,63481,86172,0,57063,41889,1495970,123026,5638,0,200,422275
1370316130.79,16416,9739,0,21039,14271,1783376,7564,1102,0,200,75319
1370316132.21,23732,5365,0,22803,14890,834706,17117,652,0,200,60865
1370316133.59,16186,7433,0,24291,2421,567498,7982,1073,0,200,75555
1370316135.0,479963,869561,0,151797,93225,621426,209738,35912,0,200,672560
1370316136.56,173000,64735,0,74565,26512,1388581,83806,9307,0,200,244976
1370316138.1,40458,177715,0,55214,39363,1023966,119892,3601,0,200,379270
1370316139.64,123611,319494,0,478282,145341,1040210,180605,22141,0,200,958721
1370316141.19,7146,13622,0,1454,1424,57328,1552,226,0,200,18530
1370316142.69,725806,215221,0,101626,145022,2773166,233585,21837,0,200,1598558
1370316144.05,44553,54622,0,33059,76261,1148885,69684,4510,0,200,556265
1370316145.44,22090,12145,0,9209,14259,257116,18778,4400,0,200,202270
1370316146.96,20049,90479,0,83922,30093,263568,38344,5433,0,200,80477
1370316148.3,162056,62175,0,27959,29855,1595903,23837,4400,0,200,35110
1370316149.88,19876,1693,0,14343,5447,183956,10360,1142,0,200,31762
1370316151.47,24478,310278,0,45729,39771,1082413,28882,4563,0,200,729765
1370316152.9,40504,32803,0,21454,2864,341807,12868,1867,0,200,70154
1370316154.69,36058,15300,0,9640,3392,1021905,13443,2057,0,200,55021
1370316156.12,31735,98250,0,47936,49403,1132782,20776,6152,0,200,481644
1370316157.48,34132,99139,0,64584,24829,578040,91311,15239,0,200,996178
1370316158.9,55208,128723,0,65847,25616,2148794,47191,4127,0,200,79951
1370316160.48,186853,54663,0,32812,71427,2122321,27098,4549,0,200,410188
1370316161.9,11250,24374,0,10882,4860,97871,9318,1902,0,200,151845
1370316163.25,60144,39032,0,47334,24342,1044336,56325,6747,0,200,613513
1370316164.67,30647,62306,0,10110,21372,108774,5719,3138,0,200,391205
1370316166.24,79804,127145,0,40036,72445,1987591,50093,5372,0,200,288375
1370316167.68,84492,182232,0,54686,21208,1121738,33018,10040,0,200,39858
1370316169.03,40376,24608,0,17110,15705,403320,17275,1473,0,200,31279
1370316170.61,29023,14611,0,14789,9582,616046,10108,758,0,200,152067
1370316172.19,81636,60214,0,46519,25697,385421,83878,3244,0,200,945304
1370316173.62,23523,7388,0,9199,13160,605451,11276,1542,0,200,33563
1370316175.06,180643,42705,0,36030,16144,1910243,48413,9685,0,200,200933
1370316176.57,52804,86846,0,53240,66270,1150749,50019,7925,0,200,328302
1370316178.07,37900,18861,0,10402,9215,632448,15649,650,0,200,37676
1370316179.62,29282,19355,0,13823,6378,226572,14214,1066,0,200,31828
1370316181.2,31191,169937,0,32561,9507,1283454,51594,2250,0,200,912866
1370316182.75,187561,209089,0,42075,57345,3491665,25122,6542,0,200,209229
1370316184.29,43157,58819,0,23279,26233,282368,66993,5758,0,200,1180076
1370316185.83,112181,54185,0,46557,47741,350660,31851,24826,0,200,372993
1370316187.15,68352,119493,0,26290,54027,999304,17647,14396,0,200,918520
1370316188.57,14324,180907,0,28233,34010,1875726,24265,4916,0,200,287915
1370316190.16,61426,70809,0,33232,18166,641365,29982,6488,0,200,768783
1370316191.56,548453,326084,0,410378,271887,1812712,165840,55163,0,200,758982
1370316192.93,43119,33604,0,10861,10167,471192,7269,1260,0,200,37897
1370316194.75,167270,38935,0,34898,15092,1384405,47987,11492,0,200,324212
1370316196.16,122646,59180,0,74549,39828,1063381,26302,17671,0,200,672625
1370316197.73,153796,80585,0,51384,96662,879557,57377,6383,0,200,777457
1370316199.15,89318,214585,0,39172,88048,738103,106585,6293,0,200,515166
1370316200.53,15061,51183,0,14126,28165,133494,6914,1959,0,200,62225
1370316201.94,41705,135908,0,70904,31818,774321,30118,3768,0,200,229163
1370316203.52,24937,13946,0,16875,6144,325872,8078,1084,0,200,74799
1370316204.94,2734,11752,0,5793,4080,92822,3518,567,0,200,7044
1370316206.31,37030,141636,0,74465,31469,972641,62764,6171,0,200,389282
1370316207.86,167939,232664,0,37119,32156,969053,34431,6445,0,200,351879
1370316209.44,16151,8353,0,15086,13766,810166,15064,1127,0,200,113420
1370316210.86,2773,23809,0,16936,7709,627149,15196,1714,0,200,102211
1370316212.26,25290,44150,0,12219,9729,220014,16686,2008,0,200,177601
1370316213.61,76360,67980,0,40934,78030,662210,36664,12272,0,200,257103
1370316215.21,7182,10449,0,4594,4299,83127,5231,555,0,200,10113
1370316216.77,46205,10739,0,17683,3788,531211,13290,1357,0,200,33808
1370316218.33,15255,56031,0,84817,31351,1064413,47901,3106,0,200,820879
1370316219.67,17855,23830,0,11924,7285,437316,11830,1487,0,200,46372
1370316221.01,259017,1670937,0,238213,554056,1740423,98242,29991,0,200,843788
1370316222.41,109864,87450,0,47511,85254,578726,29691,7252,0,200,473067
1370316223.96,9533,6782,0,2695,1742,152248,3326,339,0,200,8830
1370316225.28,21228,118692,0,7204,4710,86847,8264,1835,0,200,47639
1370316226.82,14686,58581,0,28887,23118,2138823,37470,1937,0,200,254746
1370316228.41,21687,2946,0,13623,13761,754659,16765,2046,0,200,25424
1370316229.83,17178,9942,0,11157,6103,630084,10684,1903,0,200,37069
1370316231.21,24218,75232,0,96568,22475,1207830,53247,3653,0,200,827243
1370316232.97,26543,13270,0,6707,9143,365193,4628,1675,0,200,52840
1370316234.33,326666,152764,0,31912,14132,1354721,32063,12091,0,200,1404223
1370316235.83,63432,55557,0,43126,19463,920435,70015,5769,0,200,580793
1370316237.41,149217,135839,0,46135,90057,1138935,30777,8916,0,200,184063
1370316239.0,106404,44071,0,26927,43382,1796880,34788,6604,0,200,221508
1370316240.41,208266,73075,0,39404,40134,1445817,36808,13318,0,200,180185
1370316242.0,23684,14717,0,13099,8505,332080,16743,1094,0,200,93367
1370316243.4,81923,7251,0,44134,53436,298310,62834,3990,0,200,617748
1370316244.81,85347,66046,0,77010,24448,950101,72332,2987,0,200,160822
1370316246.37,21878,37075,0,8173,7837,630058,8219,1926,0,200,82357
1370316247.73,6446,35364,0,25973,12435,346657,12348,2552,0,200,163799
1370316249.31,24872,21977,0,13738,15030,606625,25651,699,0,200,72211
1370316250.89,271393,291785,0,481529,157640,1073554,425029,14162,0,200,1340429
1370316252.31,148692,202108,0,60143,36193,1619821,37736,10942,0,200,596581
1370316253.88,107227,31813,0,64012,20491,1225976,60018,6240,0,200,365065
1370316255.24,7414,60274,0,9914,7062,669277,21501,1359,0,200,60699
1370316256.61,12576,29461,0,8929,18806,96945,15750,886,0,200,48015
1370316258.14,34768,110397,0,41243,57212,1308697,82775,7008,0,200,42455
1370316259.69,53520,55922,0,45386,47142,1433909,22323,17625,0,200,314194
1370316261.19,64831,14475,0,36847,31300,1626255,82466,9311,0,200,384387
1370316262.69,88615,161658,0,41264,35394,1744867,34952,9776,0,200,510983
1370316264.21,69222,109135,0,29021,8098,1712179,46564,2687,0,200,116324
1370316265.62,1932,4822,0,5186,2408,80595,3175,606,0,200,21359
1370316267.17,48184,105206,0,37181,22646,472010,45719,4624,0,200,531187
1370316268.52,99401,160428,0,79387,17399,1610016,61327,4786,0,200,33781
1370316270.09,13828,87737,0,14893,13627,499754,9332,1539,0,200,24031
1370316271.53,7959,4870,0,28911,2673,350066,24883,1488,0,200,136143
1370316273.4,9125,10739,0,12282,12271,736513,9350,1651,0,200,176699
1370316274.98,11890,45530,0,13452,16085,969794,12227,3269,0,200,32075
1370316276.44,90166,198163,0,64094,25731,766147,18236,9685,0,200,317776
1370316278.04,22208,52814,0,9315,4264,184071,12107,817,0,200,22634
1370316279.41,89702,1853,0,66652,31274,2193233,67201,3436,0,200,149940
1370316280.78,64685,33365,0,117125,27788,1899268,47464,3951,0,200,290681
1370316282.19,37217,37573,0,29706,12612,1209486,92777,6375,0,200,335584
1370316283.57,113829,96403,0,48289,29760,512274,43479,9948,0,200,387299
1370316284.94,84400,69047,0,109486,104913,1528022,96146,7201,0,200,421687
1370316286.53,51836,37217,0,16122,7863,562939,5117,1026,0,200,40557
1370316288.1,72473,136612,0,70691,59576,1354450,38639,5630,0,200,163464
1370316289.55,43928,96384,0,58957,27113,1405763,63718,9752,0,200,275511
1370316290.91,77868,32824,0,71683,144095,2138177,52925,6481,0,200,479773
1370316292.29,49464,34328,0,60451,34365,1757385,61133,9173,0,200,390822
1370316293.68,156404,57400,0,35659,45472,1024916,36447,4742,0,200,98436
1370316295.28,51889,260145,0,47719,17166,826051,62279,6865,0,200,205015
1370316296.8,133295,197919,0,61987,19983,583002,65597,3703,0,200,140769
1370316298.3,480321,315439,0,304726,88776,1253249,157623,12229,0,200,690546
1370316299.67,189157,132016,0,107504,41042,1268167,49946,3672,0,200,374300
1370316301.25,20462,19382,0,49640,107859,1394376,43678,8297,0,200,483860
1370316302.8,36201,31979,0,71180,26924,621111,51806,2378,0,200,995107
1370316304.32,77312,190004,0,66479,36514,895145,36874,12940,0,200,265178
1370316305.66,316151,36385,0,47733,80400,955712,44098,5014,0,200,494793
1370316307.09,17434,113604,0,51519,23109,1996899,45712,8383,0,200,202902
1370316308.48,10811,7854,0,9919,14349,612440,10721,1037,0,200,8090
1370316309.81,5737,30674,0,14381,9839,759699,7222,889,0,200,49952
1370316311.56,142983,40865,0,39163,45485,300256,73321,22772,0,200,435618
1370316312.95,73044,18537,0,64903,41001,1096291,54900,7501,0,200,367850
1370316314.39,24757,22876,0,58308,66941,1423756,46136,2363,0,200,233425
1370316315.81,13287,13626,0,9096,5538,998899,21102,1685,0,200,53081
1370316317.19,24947,34336,0,8108,5567,766235,11862,1095,0,200,78473
1370316318.61,32750,346885,0,58971,28835,905618,30715,7740,0,200,463690
1370316320.19,6397,89877,0,14424,4844,51160,7249,1968,0,200,76328
1370316321.76,29986,15775,0,17126,10476,306354,14908,1625,0,200,38728
1370316323.29,9486,39948,0,17849,5608,1024723,18196,887,0,200,18717
1370316324.84,4434,4130,0,3179,4122,101717,2513,306,0,200,15218
1370316326.23,94716,170225,0,57030,33496,898217,32244,5650,0,200,135633
1370316327.63,41361,244829,0,52841,10168,1916963,60339,17092,0,200,123437
1370316329.2,74365,72788,0,43335,41277,2829751,42046,4159,0,200,216723
1370316330.56,78912,67257,0,71962,44398,1386552,67736,3618,0,200,278855
1370316331.96,64623,43532,0,57728,28621,290524,40285,10960,0,200,906146
1370316333.52,108901,113384,0,30987,16997,742402,33429,8094,0,200,304761
1370316335.06,467301,489485,0,84264,261215,2798988,217328,10650,0,200,2703948
1370316336.67,18374,13041,0,19142,6766,602653,10422,1948,0,200,19938
1370316338.0,106357,119768,0,73129,64197,795294,28770,5276,0,200,334413
1370316339.36,17007,10931,0,22062,15128,595088,9328,2127,0,200,107305
1370316340.91,61925,204483,0,76052,29220,1451873,75288,2623,0,200,79456
1370316342.45,15717,18216,0,8689,11799,172143,6236,1868,0,200,21157
1370316343.98,111283,153351,0,51491,117963,345856,29820,4037,0,200,694436
1370316345.3,30681,22135,0,14598,8724,412522,13195,1165,0,200,106530
1370316346.88,8610,1721,0,15240,16619,609677,18829,1021,0,200,22838
1370316348.3,13596,63152,0,40483,6140,335746,13274,1844,0,200,107784
1370316349.89,491084,149850,0,278687,51056,2269598,201413,37505,0,200,579325
1370316351.24,71630,207593,0,27008,71427,540464,43470,6620,0,200,387313
1370316352.99,17709,160878,0,68849,77663,980544,45525,4488,0,200,389633
1370316354.39,41009,122391,0,110836,47491,989167,41867,6464,0,200,1008321
1370316355.86,30402,71368,0,13245,3836,245120,11747,1501,0,200,22457
1370316357.28,64894,291410,0,43746,27012,781529,61299,4668,0,200,588224
1370316358.84,151073,136799,0,46672,59175,2362619,72558,15109,0,200,245717
1370316360.39,59775,9060,0,36767,24198,1639811,100975,6210,0,200,179054
1370316361.98,251747,369129,0,297594,186643,2729022,190003,19568,0,200,422880
1370316363.37,127223,107663,0,34265,13531,1503882,62891,7040,0,200,52516
1370316364.95,625125,308969,0,325923,243211,1656773,90169,58169,0,200,867679
1370316366.4,2540,27407,0,11535,10037,147153,18411,1390,0,200,88296
1370316367.75,486188,513654,0,165736,61086,2684187,124497,25024,0,200,1139715
1370316369.14,74946,67838,0,92564,100814,467807,38050,4865,0,200,304734
1370316370.71,125821,94805,0,21795,24307,1006964,81614,5754,0,200,116359
1370316372.27,103765,132764,0,109301,16944,1747147,100925,8655,0,200,539191
1370316373.82,31695,23636,0,10396,8448,575219,12662,917,0,200,38900
1370316375.16,49463,49088,0,89116,57911,608089,48007,8802,0,200,1008702
1370316376.57,53917,162815,0,57430,31331,1573020,44326,6114,0,200,515539
1370316378.14,133261,47628,0,54141,42954,2346413,22330,3031,0,200,435483
1370316379.68,40132,86065,0,9454,3254,217205,8229,996,0,200,113449
1370316381.23,188860,39788,0,48672,35946,1113755,21956,13059,0,200,136797
1370316382.53,46404,73976,0,59588,24253,1417930,57904,3508,0,200,73574
1370316384.09,14994,13165,0,7902,10788,714032,33167,1181,0,200,26840
1370316385.5,217409,39461,0,87911,24632,807394,53492,6380,0,200,117924
1370316386.9,112717,78316,0,39107,25734,1698826,23624,8152,0,200,223456
1370316388.45,49208,68157,0,61872,12549,1207141,48541,3474,0,200,317044
1370316390.0,6633,5102,0,2063,2268,161232,2210,312,0,200,74084
1370316391.95,100182,48021,0,54597,20865,341221,42660,7270,0,200,652493
1370316393.3,133316,58295,0,30802,44141,730792,66709,3039,0,200,393666
1370316394.88,101609,38789,0,75074,20737,525801,61499,9188,0,200,399571
1370316396.35,171217,67148,0,38787,43181,1670815,41970,4396,0,200,112533
1370316397.75,48827,154458,0,49238,44464,2452283,65717,5033,0,200,439803
1370316399.1,13513,50827,0,23918,7677,834490,6598,1299,0,200,202186
1370316400.52,20703,9295,0,8693,4778,675877,6129,1397,0,200,86724
1370316401.94,56451,195509,0,69026,32603,620850,32679,7468,0,200,125427
1370316403.3,177895,22973,0,40438,16318,850881,37490,5326,0,200,580377
1370316404.87,24297,39194,0,17351,6132,309171,10244,1014,0,200,98020
1370316406.45,30036,47135,0,89938,78727,2744081,78989,3696,0,200,769569
1370316407.88,69735,350322,0,35953,30144,478255,51309,7857,0,200,380125
1370316409.28,13699,44183,0,13562,10540,397303,8998,1238,0,200,68796
1370316410.82,83217,92915,0,69444,39805,933674,41454,4759,0,200,313522
1370316412.32,44693,178977,0,62399,12887,816226,62504,7152,0,200,361713
1370316413.87,17047,23682,0,10582,5880,285360,5946,1870,0,200,70117
1370316415.4,134612,69640,0,64794,22211,1034983,71720,7319,0,200,529988
1370316416.99,5550,24387,0,16114,4471,471084,10622,2055,0,200,99968
1370316418.36,73067,59441,0,37465,26794,307988,40971,4018,0,200,232080
1370316419.67,2663,12846,0,2940,2849,150864,2855,542,0,200,7318
1370316421.08,18286,4956,0,10001,3769,264001,9081,752,0,200,29074
1370316422.62,12228,37928,0,15700,2331,176001,7691,2077,0,200,46477
1370316424.14,31680,12307,0,11996,6769,1639357,15557,1788,0,200,31839
1370316425.5,141276,55120,0,38237,51076,1371680,48771,5620,0,200,272125
