time,alpha_high,alpha_low,attention,beta_high,beta_low,delta,gamma_low,gamma_mid,meditation,poorsignal,theta
1370329076.15,286814,498093,20,172066,117591,1319205,117010,197346,24,0,1450416
1370329077.73,54970,31097,20,46060,43003,2694534,60959,13526,24,25,367328
1370329079.27,85736,46551,20,92302,94372,1925479,23683,14036,24,51,244735
1370329080.8,19376,4785,23,4858,13484,534163,2464,855,26,0,40257
1370329082.19,108980,93617,35,55245,26945,280175,4278,4026,47,0,310074
1370329083.73,63606,69428,37,146427,144552,991128,35227,10548,43,0,1354916
1370329085.26,32082,23190,34,10979,11845,1460290,18349,5278,40,0,153885
1370329086.57,19125,9623,34,6011,10780,1141046,1519,1167,40,51,47052
1370329088.28,11878,21472,34,10871,33633,842192,2462,1621,34,0,102028
1370329089.84,12542,3979,34,10215,23683,813309,5017,1223,34,25,22892
1370329091.22,4931,5908,40,3177,6625,1015027,3231,5296,38,0,5306
1370329092.7,7706,16522,40,5896,11297,890480,2577,1904,61,0,32756
1370329094.23,13374,9644,40,3255,4161,576624,1299,546,61,26,48295
1370329095.81,22039,81639,48,20243,24947,1849528,6704,7810,74,0,80259
1370329097.38,66224,10150,66,49945,63852,894709,6368,3767,83,0,32680
1370329098.94,75903,63244,54,20061,66676,490176,25102,7994,78,0,184569
1370329100.64,2842,14186,63,7543,5062,6205,10720,8816,84,0,15120
1370329102.22,39476,22824,63,11016,6065,8917,10094,5462,93,0,12818
1370329103.56,31344,90975,51,15380,15491,453454,4159,9462,100,0,131248
1370329104.94,10162,13371,50,7065,13960,24159,3037,5911,84,0,44730
1370329106.34,12786,19302,47,7471,7561,9614,4425,2511,91,0,10513
1370329107.7,9129,9566,43,5503,5723,37283,2955,2332,70,0,37016
1370329109.23,19830,17107,50,5425,4528,34575,4985,1817,83,0,7350
1370329110.84,22886,3949,44,4495,5841,80233,1688,3163,88,0,50009
1370329112.4,11891,19924,24,2650,11183,36777,4487,5327,74,0,60747
1370329113.8,14162,9532,24,9324,12607,400726,7585,2612,66,0,82770
1370329115.14,16291,20819,20,5741,5748,15905,5324,3331,56,0,28740
1370329116.53,5346,28769,23,8150,4901,143799,4052,4257,56,0,71070
1370329118.08,10476,18314,37,6457,12430,83114,3374,7256,60,0,38149
1370329119.49,4574,26091,30,5298,14950,42340,2831,1430,66,0,52159
1370329120.97,13053,16893,35,5006,9847,83500,3912,3225,66,0,16855
1370329122.31,10139,26739,23,7917,8253,69518,7734,3005,54,0,211026
1370329123.83,20218,47472,24,12791,35047,102768,8505,13125,57,0,53195
1370329125.38,75541,21416,20,39555,64201,1750055,22453,10206,40,0,871786
1370329126.89,1211,7913,13,1879,5012,284120,4245,753,24,0,22397
1370329128.37,31924,23930,26,13102,5962,269820,17122,17590,41,0,71809
1370329129.73,1974,10772,40,10017,2946,27497,8751,9487,37,0,13582
1370329131.31,3116,10134,64,7983,9887,15353,5623,13444,54,0,10864
1370329132.65,4881,3041,74,2609,7764,9631,5115,8362,57,0,11064
1370329134.0,5847,6942,78,6137,3147,54087,7719,5197,51,0,24761
1370329135.41,7919,31383,54,3313,3487,83453,3834,2822,61,0,29347
1370329136.77,1208,2807,38,2980,3150,11921,1506,1227,44,0,29076
1370329138.09,3834,24518,27,2722,7746,24898,1722,2728,54,0,25438
1370329139.99,4111,1685,29,785,1137,42201,575,412,57,0,18289
1370329141.54,3727,29315,35,2660,5958,77971,2843,2468,63,0,12591
1370329143.11,3838,4246,1,545,1571,47009,687,1247,50,0,33433
1370329144.51,11981,36683,1,3810,11758,10015,2551,2216,70,0,21853
1370329145.88,2671,6187,11,2114,2065,177709,387,779,78,0,13692
1370329147.21,1735,3587,10,1294,3247,39832,377,669,48,0,26795
1370329148.76,4519,24002,23,3529,7241,26797,1322,1416,60,0,39978
1370329150.17,1591,4523,16,1118,2674,99071,694,1127,34,0,32700
1370329151.79,2082,748,20,1688,1670,100760,500,518,21,0,11871
1370329153.09,4004,5446,21,1227,787,69384,419,547,38,0,13347
1370329154.66,1606,2024,23,1290,1637,69446,297,269,21,0,22927
1370329156.21,2748,6657,27,954,4036,88545,889,288,40,0,9584
1370329157.76,1815,6754,16,1162,699,118054,398,445,48,0,22925
1370329159.14,5221,7286,24,2730,6054,3140,2376,2397,50,0,9279
1370329160.63,6463,7555,38,10771,25951,40901,2875,5147,51,0,45052
1370329162.1,21942,18602,41,3136,8241,7676,1340,1357,66,0,6997
1370329163.46,3328,14451,53,4275,5450,88182,787,2701,75,0,15210
1370329164.77,35647,33841,43,7081,9392,947346,5627,1607,77,0,80914
1370329166.27,31164,13986,20,5024,21410,2340538,5620,5857,77,0,203071
1370329167.62,12146,10760,7,1476,12627,191254,504,857,53,0,66759
1370329168.95,5896,15471,4,4079,2252,26396,1297,583,56,0,16550
1370329170.42,4629,16951,7,4166,9472,147965,2667,1969,43,0,62648
1370329172.01,9909,9998,23,8114,4269,75032,4392,5151,48,0,57692
1370329173.54,9794,11022,43,4969,8999,5442,1127,1619,54,0,23403
1370329174.93,4075,19646,44,7496,11387,44812,3979,1475,47,0,32111
1370329176.25,23652,8161,51,8026,13726,60985,2773,2439,53,0,50600
1370329177.82,5130,14265,38,5519,3081,1684337,1096,2373,43,0,151332
1370329179.52,2651,33808,35,4908,7303,77930,1833,1744,100,0,15802
1370329180.92,1326,2676,37,1626,4155,69832,1408,1082,75,0,25610
1370329182.49,1498,775,41,1892,1329,65404,538,642,48,0,12251
1370329183.87,2087,2617,30,682,3884,82745,693,151,29,0,14914
1370329185.22,14335,20268,35,5717,3066,52426,6600,2739,37,0,9364
1370329186.63,2024,12398,34,2578,1563,157630,3202,2068,48,0,46905
1370329188.19,1421,3098,23,935,3184,98166,405,606,54,0,14933
1370329189.75,20474,47057,20,2969,3563,148238,3423,2831,70,0,61143
1370329191.13,8649,32727,8,6832,6379,317635,4629,1643,48,0,113302
1370329192.52,12510,16993,13,3519,7291,40258,1804,1376,63,0,19175
1370329194.07,19715,8180,26,10313,5758,42010,8360,4151,77,0,25527
1370329195.43,19476,35479,38,5007,11934,165830,4205,4488,84,0,13016
1370329196.79,1969,2472,26,919,1252,132053,513,576,66,0,59427
1370329198.18,946,4034,16,871,244,56130,548,342,44,0,26875
1370329199.73,6834,19755,1,3551,5935,50470,5723,2491,37,0,63041
1370329201.31,13183,20371,1,2660,14771,47655,7529,3067,16,0,85655
1370329202.6,29428,5213,13,8099,11447,34092,1411,3271,47,0,22166
1370329204.11,4834,17235,17,5136,1792,56719,4111,2673,48,0,94839
1370329205.63,11548,18231,14,3147,4750,92439,5122,2389,50,0,73071
1370329206.97,13324,8341,29,3077,5997,15179,4811,3519,61,0,13343
1370329208.27,20088,18453,21,5849,9832,172623,18770,14194,56,0,50507
1370329209.79,6167,27753,30,7709,4941,30833,6741,19816,74,0,29246
1370329211.36,7150,1113,35,2051,2401,255718,1851,5264,64,0,44521
1370329212.69,4426,23480,38,4833,3695,181191,7459,4055,66,0,17720
1370329214.02,29013,29814,47,12023,9565,345389,33832,12687,80,0,13644
1370329215.41,16913,12845,47,12379,6970,31732,8594,16058,70,0,62083
1370329216.73,1068,8286,64,9395,9071,47615,5664,5108,70,0,28236
1370329218.15,5744,62495,60,10820,7066,1199811,8379,6226,66,0,87048
1370329219.54,8847,8610,56,3889,5969,26971,3827,2610,56,0,15567
1370329219.86,1491,1352,26,1222,2015,78550,726,425,38,0,16434
1370329221.44,12992,1626,40,3495,4107,66395,2137,2441,44,0,19200
1370329222.84,11604,5618,27,3429,2928,156799,672,1090,35,0,51253
1370329224.18,12334,12594,26,3864,11497,61563,1503,1145,35,0,69055
1370329225.57,1175,3473,21,980,2763,66044,488,589,40,0,20288
1370329226.95,13845,47022,23,9136,6642,35597,5301,2324,54,0,14322
1370329228.53,18673,5379,21,3432,3830,69805,2588,1642,54,0,68376
1370329229.84,17996,53350,17,5369,5556,161015,3416,1192,64,0,103087
1370329231.47,1001,3034,17,821,3449,110218,579,504,64,0,15877
1370329232.86,1786,3638,21,1818,1854,68972,569,259,50,0,5273
1370329234.41,3173,1844,26,799,394,65306,602,409,54,0,9098
1370329235.77,2541,3983,29,1468,2738,37296,498,561,41,0,25638
1370329237.13,2224,3444,37,1594,1034,111819,1072,375,50,0,10919
1370329238.52,3397,5358,17,1193,1018,89910,818,1069,38,0,36638
1370329240.06,15700,7247,23,3309,8634,17402,4596,7266,50,0,7831
1370329241.4,30020,16471,27,6300,6778,16474,5466,4399,69,0,29312
1370329242.81,13066,35523,23,4707,12286,33726,1914,3349,75,0,52104
1370329244.19,18240,10661,21,1521,8330,46885,3658,2849,88,0,35029
1370329245.67,5604,13828,10,2820,9172,62875,2149,1186,67,0,78792
1370329247.14,2179,2306,10,944,1601,93195,705,534,56,0,7465
1370329248.5,8968,33467,14,6921,8952,110199,1944,3579,56,0,55704
1370329249.84,3874,6542,10,680,3667,66110,367,926,43,0,38259
1370329251.15,2117,2353,16,1226,1396,39118,430,382,44,0,15950
1370329252.71,1850,10403,16,1690,5146,38658,1271,1804,48,0,11984
1370329254.23,27302,10595,16,6440,13757,531678,2120,4137,48,0,39143
1370329255.74,1787,1889,30,1511,1469,53472,418,708,43,0,21113
1370329257.03,499,4548,29,1396,1928,51832,778,718,43,0,20374
1370329258.44,8816,1953,29,1737,1276,66192,501,434,47,0,11018
1370329259.99,10919,1000,29,1844,1523,54839,1262,1586,47,0,13954
1370329261.58,2003,1164,27,1207,1583,105669,895,772,43,0,21474
1370329263.25,1264,4857,35,663,1456,94890,111,608,27,0,18063
1370329264.82,606,1087,26,1133,1024,67544,281,496,8,0,14406
1370329266.14,6008,5455,11,818,1513,69078,600,1550,4,0,69836
1370329267.69,1967,8212,10,1472,1697,98992,777,945,27,0,8214
1370329269.08,6091,3086,21,1203,2486,54413,1454,784,43,0,5345
1370329270.65,2255,7003,23,1281,2316,83248,1159,317,63,0,14585
1370329272.26,2449,2439,38,910,1931,32997,671,642,70,0,11768
1370329273.8,5379,7986,40,2420,6151,33776,4393,1370,67,0,14798
1370329275.13,4392,9147,38,4464,6103,40455,1400,1973,51,0,45767
1370329276.52,976,141,26,485,1252,81479,487,588,26,0,28049
1370329278.08,11563,7714,26,6119,10673,51102,3729,2353,23,0,97211
1370329279.63,1321,829,29,1443,1434,62637,1109,332,14,0,9022
1370329280.91,671,1677,37,826,1088,72869,893,506,24,0,3705
1370329282.42,11237,23391,48,3638,7369,73748,1943,2210,57,0,26944
1370329283.92,13066,3366,53,7334,11378,153194,3972,4458,60,0,69340
1370329285.42,14853,1773,40,2347,1756,346396,3600,1498,66,0,49254
1370329286.69,1327,1373,41,2654,1694,68274,899,619,53,0,13189
1370329288.21,1026,972,35,1657,2187,79844,622,640,20,0,52844
1370329289.57,8997,5182,29,4915,4196,155290,2010,1835,16,0,85637
1370329290.83,1400,2541,40,1102,596,322706,352,435,20,0,6646
1370329292.39,5076,6159,21,577,1460,69648,574,1373,35,0,15863
1370329293.75,2763,704,41,2488,1361,69896,987,451,57,0,6353
1370329295.11,1307,954,48,834,1596,74618,1472,960,63,0,7773
1370329296.48,4270,6538,43,8314,5711,80790,2861,5108,43,0,125060
1370329298.03,1160,7389,51,1792,4353,61660,596,1088,37,0,23937
1370329299.72,12489,18456,29,16616,13211,965143,4104,9745,37,0,110967
1370329301.13,20603,12336,48,4574,15273,59626,3638,4292,66,0,35659
1370329302.46,35973,36351,47,11870,23277,1200796,3658,2355,74,0,11163
1370329304.0,3667,2774,51,1233,2442,116432,907,599,78,0,11231
1370329305.42,2359,477,48,1621,2454,50791,1546,1013,75,0,13287
1370329306.8,23198,37521,43,6136,12183,102346,1803,1662,69,0,113211
1370329308.13,7117,30264,43,11366,8156,280721,2476,5350,57,0,52179
1370329309.71,8031,7567,47,2989,1152,62039,1197,838,67,0,11164
1370329311.11,30811,31372,41,6430,13548,112737,5071,1678,87,0,56010
1370329312.73,14375,14666,51,8291,11792,77320,2486,1124,84,0,66940
1370329314.26,8337,2083,44,3551,3667,337600,1348,907,77,0,36955
1370329315.78,58113,42728,47,40817,31275,1105069,12875,4286,63,0,232561
1370329317.13,17751,6740,57,10554,6477,786497,2650,2053,57,0,29324
1370329318.55,17963,11701,64,12681,7458,38046,3435,2369,63,0,33587
1370329319.86,4825,3763,64,10992,10032,109681,5392,4796,48,0,133070
1370329321.24,16774,13787,67,6207,3558,95771,10523,12537,63,0,9277
1370329322.75,7399,2123,67,5310,13462,69018,3565,2345,57,0,18067
1370329324.11,4737,3910,67,3361,3083,127304,721,994,57,0,9166
1370329325.41,1465,880,69,1261,3523,81509,2031,616,66,0,12334
1370329326.78,2994,3562,67,2354,2176,55870,924,966,51,0,11837
1370329328.3,38199,24836,63,32920,63690,831281,10837,3462,50,0,216064
1370329329.59,1322,1679,60,1050,1099,778780,154,92,44,0,5026
1370329330.96,4454,3333,61,1840,4083,102399,529,876,57,0,11406
1370329332.55,3380,855,61,1246,1617,43860,634,850,61,0,5218
1370329334.09,5511,32159,43,2179,12833,124659,3521,3510,67,0,83848
1370329335.61,34648,13116,34,6994,5554,259431,13924,6939,69,0,86631
1370329337.12,3234,6308,40,3243,7198,10696,1498,1530,70,0,6526
1370329338.62,147783,33458,0,112821,140519,2286828,54667,68831,0,200,822011
1370329340.04,62683,48617,0,138805,110796,1232283,42435,8954,0,200,125301
1370329341.44,48149,30327,0,37575,47980,239960,6365,3034,0,200,33518
1370329342.79,94179,65282,0,25168,81567,221916,62752,151336,0,200,211836
1370329344.19,243718,315908,0,102936,362898,1130075,103451,128523,0,200,222768
1370329345.58,429782,213521,0,195407,476940,2102428,92278,116948,0,200,943084
1370329346.95,759785,551829,0,439013,1047773,1923363,305378,214481,0,200,732217
1370329348.51,138033,75034,0,245925,47791,411001,114544,45238,0,200,135974
1370329349.93,34848,22118,0,33877,22029,1175082,21015,12457,0,200,76673
1370329351.5,15394,32347,0,43932,23197,1641829,25232,29060,0,200,95987
1370329352.94,72796,122884,0,147634,45183,526734,71878,28934,0,200,260668
1370329354.3,13205,8425,0,4428,12051,236688,976,2368,0,200,27430
1370329355.69,4607,8936,0,2112,954,120492,3083,1896,0,200,29350
1370329357.08,13202,5272,0,8810,7815,2046377,1988,739,0,200,50547
1370329358.59,278831,134999,0,300837,212672,881635,108876,91131,0,200,156586
1370329360.09,40366,22617,0,117107,84557,1889746,12271,19669,0,200,194276
1370329361.46,9069,17697,0,8959,11306,805102,4254,1596,0,200,73594
1370329362.78,36906,37031,0,30295,46178,706383,5769,1712,0,200,117947
1370329364.11,6195,3795,0,15974,19977,1900392,827,740,0,200,100976
1370329365.64,12208,1046,0,31780,14610,525964,2721,2067,0,200,5429
1370329367.35,10134,10481,0,6822,6804,394561,2588,846,0,200,34498
1370329368.69,58330,38565,0,12610,22436,3013853,5376,4887,0,200,231371
1370329370.02,2617,4218,0,1574,1846,634093,658,513,0,200,15188
1370329371.54,4461,39700,0,6801,5345,15618,17609,14942,0,200,36435
1370329372.99,3558,9363,0,1790,2988,145772,2242,3761,0,200,12608
1370329374.34,1380,4366,0,1241,1162,105089,2590,1316,0,200,9212
1370329375.9,74038,76688,0,30634,72310,604851,12039,38243,0,25,802304
1370329377.8,18076,17677,41,5047,9593,123257,5030,11215,60,0,23031
1370329379.41,8045,7679,40,5527,12779,75906,4233,5417,54,0,22172
1370329381.32,9963,18721,40,37691,44865,608915,8616,4113,54,26,55280
1370329382.74,7523,17800,40,4783,5387,2333726,1693,943,54,26,70317
1370329384.1,9950,9522,23,5653,7441,299473,2930,1807,54,0,30254
1370329385.49,10626,3797,44,5739,2240,34861,1785,1731,23,0,22915
1370329386.89,20731,39923,43,11879,12904,121245,3831,3309,7,0,120738
1370329388.47,27385,17121,30,8862,8803,427341,2623,2133,1,0,106772
1370329389.79,26068,7313,17,3304,4967,105402,1395,1834,4,0,53499
1370329391.19,15858,6500,13,6133,14811,86155,4905,4288,1,0,39604
1370329392.65,10506,4914,29,13296,38021,861852,2505,2185,1,0,37719
1370329394.01,1821,4151,17,540,3005,118043,803,174,1,0,47004
1370329395.37,23135,27809,34,6685,5837,75427,3360,908,11,0,17593
1370329396.77,2821,13173,34,4716,9593,291346,2751,1046,14,0,65080
1370329398.15,23417,10029,23,5583,3695,84030,2715,2335,44,0,32993
1370329399.49,1729,2566,35,594,1430,121569,353,427,60,0,11792
1370329400.85,1452,2869,29,1221,1404,39665,540,343,29,0,17096
1370329402.39,11774,3253,43,7435,3982,27270,4763,1211,43,0,17625
1370329403.67,7170,7870,47,7272,3808,146091,3499,1627,24,0,54283
1370329405.03,1937,203,41,787,2545,155590,604,502,8,0,33617
1370329406.57,2640,783,30,479,1320,34051,924,377,10,0,20737
1370329407.85,360,9328,7,785,603,65660,246,178,7,0,33909
1370329409.37,2398,2947,1,676,2012,68812,1921,575,21,0,9385
1370329410.89,29005,7978,4,11628,8616,213374,1813,1989,34,0,218982
1370329412.47,671,854,17,1255,1482,78732,251,463,26,0,13262
1370329413.85,7484,14317,38,5972,2724,81870,1668,1856,38,0,21629
1370329415.38,1545,2489,34,982,862,52848,823,447,21,0,32691
1370329416.78,632,4757,26,1502,2322,123869,348,531,14,0,54613
1370329418.28,3430,7348,20,902,1767,65871,565,472,74,0,19284
1370329419.67,2404,3459,27,2651,2882,39656,991,617,66,0,15251
1370329421.01,17780,4358,14,3389,6074,117302,1767,1949,40,0,129545
1370329422.58,219,3817,17,1019,1618,58526,442,609,27,0,36847
1370329423.98,11731,42495,21,5390,4527,656752,3174,1567,35,0,61316
1370329425.32,2012,4026,11,921,2062,108489,580,410,38,0,11801
1370329426.84,2003,2290,4,705,1638,118608,463,505,26,0,74518
1370329428.25,6303,2131,13,1020,2059,37155,326,579,50,0,10590
1370329429.79,42314,23112,16,5414,6821,59382,1610,1545,56,0,35368
1370329431.12,5445,3536,3,944,2265,100004,539,729,43,0,61609
1370329432.5,9455,7387,13,3130,2691,90760,1625,2808,56,0,98127
1370329434.11,11636,17945,7,4005,5639,135988,2297,1313,43,0,129436
1370329435.51,6653,816,11,3711,5165,50365,3236,3677,16,0,42847
1370329437.04,138,907,29,719,1316,74076,482,415,14,0,6948
1370329438.38,1599,6100,30,2971,5338,55741,2015,3583,7,0,84393
1370329439.75,15336,3885,40,5024,6916,60344,943,1161,8,0,70277
1370329441.29,11978,7469,27,2299,4588,120840,1601,4217,13,0,77480
1370329442.59,2032,3574,16,745,1015,64988,580,496,21,0,20894
1370329443.96,12925,4162,38,7828,4411,53277,2279,2701,47,0,11053
1370329445.49,5866,20809,34,2598,9579,67961,2392,1945,54,0,50994
1370329446.79,13455,10656,51,5068,2404,20026,953,843,74,0,11959
1370329448.15,3185,3204,66,1672,1256,44253,761,302,87,0,6948
1370329449.52,13237,4066,54,3237,4209,11765,2774,1676,87,0,13867
1370329450.8,7829,22685,60,5253,7133,34797,2074,1656,87,0,58244
1370329452.57,13695,1477,60,3377,5051,122588,839,1685,81,0,12814
1370329454.2,12854,3411,57,3298,5646,2968,596,1376,83,0,13545
1370329455.78,33880,10354,67,11505,4060,4142,1615,3656,93,0,2673
1370329457.63,26344,15454,48,5746,3716,7223,3188,1773,83,0,14357
1370329459.18,12539,41029,56,13361,4104,305982,7093,4849,91,0,61236
1370329460.76,9222,25731,60,5852,11285,162406,8063,6621,77,0,28204
1370329462.16,5929,7716,56,4651,3136,55323,1388,1219,67,0,57746
1370329463.48,28988,15756,41,4505,6466,304852,3845,3070,50,0,135554
1370329464.87,16379,3021,44,5965,8977,30040,8375,8242,50,0,13619
1370329466.29,7792,4121,53,7312,6979,74307,10128,11577,40,0,26421
1370329467.61,6077,11936,67,9472,2742,10103,3628,4200,53,0,10989
1370329468.99,2486,1443,88,3091,5228,10895,3623,4267,48,0,15539
1370329470.56,8350,13905,88,4373,5236,4434,1033,976,54,0,5470
1370329471.93,11982,3811,80,4202,2598,44171,2163,5440,57,0,38053
1370329473.52,5411,4134,74,7204,3785,52281,4697,3579,44,0,32476
1370329474.85,39102,8915,61,2994,5676,22730,7345,11084,74,0,8551
1370329476.23,14462,5838,69,8859,10809,6945,13006,14255,66,0,5734
1370329477.77,56900,4912,63,3094,1499,7946,5252,5924,88,0,16364
1370329479.23,19881,7284,60,6930,4176,11763,17424,24624,100,0,27392
1370329480.71,33805,9584,66,5363,5786,25044,1515,2646,97,0,9452
1370329482.07,2860,8935,60,6851,7261,40737,3320,5750,88,0,22283
1370329483.6,11181,486,67,3429,12849,15992,1648,934,61,0,30892
1370329484.89,2898,3559,74,3347,11306,16959,1695,1425,51,0,9771
1370329486.41,12487,9311,69,3071,7186,22269,1361,2439,43,0,13318
1370329487.78,17179,8584,54,2995,2742,51614,3503,1456,48,0,46113
1370329489.1,5740,3897,70,7248,5926,4964,1467,1621,56,0,6197
1370329490.64,10829,7713,70,8339,4403,58202,5283,7133,63,0,23884
1370329492.2,5619,4823,77,7418,4226,53527,3029,2877,47,0,45550
1370329493.66,9294,10975,91,8574,4511,57495,1026,2774,44,0,35119
1370329495.37,9506,1302,60,1524,1500,69616,522,305,54,0,12078
1370329496.94,18328,14106,56,4094,16521,12216,1386,2395,70,0,28238
1370329498.3,7948,6516,66,3071,10934,26426,4040,3624,64,0,9399
1370329499.67,4060,984,48,1718,547,127270,772,803,56,0,24043
1370329501.13,12829,9036,41,2610,10621,131475,2484,2306,47,0,64933
1370329502.51,6567,4163,34,2054,1443,28980,368,1568,29,0,60656
1370329503.85,11145,5599,47,13207,9634,28693,2352,3311,27,0,12973
1370329505.25,14646,10513,51,8116,5184,114907,4073,3284,34,0,63574
1370329506.82,3021,2264,53,898,1965,172253,1511,1818,30,0,18560
1370329508.18,1496,4037,67,1389,1628,104589,679,920,48,0,4155
1370329509.53,9914,13352,47,6005,5375,69827,10413,14360,38,0,100547
1370329511.08,22772,7029,41,3170,6336,9875,2656,5210,48,0,23382
1370329512.66,21465,11030,53,5495,6360,4608,2120,1548,67,0,9564
1370329514.26,6926,4399,41,2154,7479,62504,1460,1312,56,0,36995
1370329515.78,28439,4302,35,2162,6589,77571,1701,1181,63,0,67748
1370329517.07,7687,1830,29,805,1040,58717,900,475,61,0,13379
1370329518.44,22895,6193,20,5026,4085,111895,3185,2827,47,0,64733
1370329519.96,3613,5140,30,3489,7766,25975,6094,5717,50,0,15160
1370329521.44,5904,6854,40,2111,814,76462,694,673,48,0,28528
1370329522.76,17234,12744,51,5047,5189,19791,3548,1777,53,0,19272
1370329524.15,1989,2196,57,1863,347,87705,400,336,48,0,14186
1370329525.45,3406,2127,54,1072,1151,58314,874,617,56,0,4883
1370329526.97,19398,6344,54,4563,2958,146958,4197,1419,56,0,63666
1370329528.38,7644,4689,56,4497,10324,104742,7388,4102,44,0,25077
1370329529.95,6533,1842,67,6820,10045,17280,8163,25964,47,0,11842
1370329531.31,102440,8236,61,7532,4105,11523,6327,10459,61,0,14679
1370329533.21,11963,39537,27,3942,11758,160187,1318,1166,40,0,70072
1370329534.83,5020,3817,14,739,1336,320312,594,382,21,0,47696
1370329536.38,21928,14670,3,2512,6674,320587,3307,1819,27,0,125786
1370329537.89,1445,2339,3,581,771,63369,623,512,29,0,10537
1370329539.41,7316,2749,1,519,2770,96053,417,297,21,0,39306
1370329540.96,34632,21616,3,6279,12086,339977,3383,2192,29,0,105256
1370329542.38,10468,73355,11,11735,11715,107728,3361,1349,35,0,183189
1370329543.94,25647,2116,11,4417,13286,103942,1637,4437,34,0,79739
1370329545.27,3385,27774,30,9201,11572,357332,1622,2571,37,0,78090
1370329546.67,14759,38436,41,35442,76425,1147765,11204,5428,24,0,287224
1370329548.25,31678,28478,53,14806,17662,671412,3933,2690,30,0,40215
1370329549.82,61527,103588,44,18294,28717,541658,23208,20465,26,0,877199
1370329551.14,10557,30689,37,2777,5453,83920,3917,6990,38,0,33051
1370329552.63,31932,15638,41,16907,21967,2950094,10098,8820,51,0,44650
1370329554.08,4890,6248,43,2644,1775,152304,1079,495,56,0,3480
1370329555.42,21280,39475,54,11662,25066,28808,19848,16721,61,0,164611
1370329556.72,9865,11211,67,5591,5147,254063,3384,2940,56,0,23272
1370329558.25,23908,16704,53,5453,18500,228961,2044,730,53,0,76494
1370329559.68,26026,4876,53,8197,17596,123178,2618,2053,47,0,19882
1370329561.15,31811,19788,74,30311,7935,850215,4104,3757,56,0,25684
1370329562.43,129823,84887,74,36363,58848,842448,27619,20127,63,0,77358
1370329563.93,34365,38097,84,30055,32478,856983,40132,19872,63,0,124794
1370329565.45,84611,109748,81,42306,23802,1777355,14630,12607,63,0,195144
1370329566.74,11994,21165,60,2963,23689,176015,846,1004,61,0,31904
1370329568.09,4212,5029,74,8130,4372,250865,2253,4579,51,0,8191
1370329568.45,12115,7268,47,3753,6618,291555,623,440,27,0,10195
1370329570.23,15104,86497,48,34892,19749,563428,13805,14263,30,0,291854
1370329571.56,8536,35671,51,19072,32206,1430200,1790,1310,26,0,77709
1370329572.95,40540,100157,61,23383,38383,212572,16607,2594,47,0,200549
1370329574.33,56340,72231,57,25343,30045,411303,13600,6618,41,0,183636
1370329575.65,66877,20376,63,43560,41201,386610,16873,7727,41,0,176768
1370329577.03,50320,29030,51,30199,70375,552317,7486,9509,34,0,553167
1370329578.35,29572,148867,53,26688,71119,506237,18565,7372,35,0,171555
1370329579.71,54946,110973,56,43834,68473,1636727,16570,10891,35,0,167748
1370329581.21,36725,55300,44,18759,17857,953956,8673,7247,30,0,366857
1370329582.71,9977,10372,60,7785,7621,186253,827,1309,47,0,19244
