time,alpha_high,alpha_low,attention,beta_high,beta_low,delta,gamma_low,gamma_mid,meditation,poorsignal,theta
1370477460.8,12444,17932,54,4729,17125,39325,2494,3421,69,0,49418
1370477461.81,9877,7610,41,4355,3932,39883,4503,4426,67,0,76859
1370477462.81,18657,16247,53,9751,16474,60301,3069,2212,57,0,36835
1370477463.79,5226,13478,66,7514,5368,9241,2878,3435,60,0,7568
1370477464.8,3724,5497,80,5585,5172,45643,5789,2124,56,0,17661
1370477465.8,1278,3244,84,2881,8796,446036,943,983,47,0,29760
1370477466.78,10183,12134,78,4553,5528,167030,2406,1095,44,0,36892
1370477467.78,10882,11316,56,3753,3957,181617,1061,1411,26,0,72740
1370477468.79,10605,23014,50,9890,5838,34095,8763,3049,29,0,58193
1370477469.77,4754,12237,48,3726,4804,20053,3989,1668,48,0,37271
1370477470.77,15783,4271,48,2727,4935,24920,1236,938,56,0,18903
1370477471.77,8729,12760,66,12976,10414,229121,5047,3035,60,0,35171
1370477472.76,95344,53970,56,17483,36811,1855612,15251,4069,60,0,288282
1370477473.76,20148,9727,64,5863,10265,61932,1874,1741,77,0,6445
1370477474.76,8079,3930,63,3503,10631,54169,2262,2745,56,0,48097
1370477475.75,16584,32905,41,8696,17376,194986,2553,2018,44,0,271149
1370477476.75,5937,5810,38,974,1135,240375,259,153,47,0,19799
1370477477.75,21237,1211,29,3525,6406,12415,2163,1831,37,0,25240
1370477478.74,5442,10395,40,3563,4316,41214,2185,2502,60,0,7880
1370477479.74,22076,17208,56,10977,13906,294279,3185,4136,78,0,42273
1370477480.74,10327,25208,56,2641,6335,376331,2705,1158,78,0,49363
1370477481.73,5810,15618,60,9365,8692,443052,2784,3440,64,0,78701
1370477482.72,12673,5974,63,6494,3334,9860,1738,528,64,0,12041
1370477483.73,19486,27177,54,5673,9527,1310333,516,2413,66,0,53206
1370477484.71,4662,6778,67,3642,9439,44046,3361,1886,56,0,25191
1370477485.72,11095,7863,77,8005,26096,35540,2320,2480,64,0,15637
1370477486.7,12552,21380,60,4590,11321,53408,3677,3454,54,0,65579
1370477487.7,3570,18897,70,9626,13474,45532,3732,2147,47,0,34337
1370477488.7,8148,6171,87,17313,13094,422232,3423,2284,41,0,33887
1370477489.69,18421,20534,69,4479,7310,75263,6390,2482,47,0,50670
1370477490.69,24360,11782,77,7185,2590,57058,3120,2312,50,0,54973
1370477491.69,983,25529,81,10431,8183,61689,6274,1999,60,0,17610
1370477492.68,6784,20620,60,2602,8855,16680,2656,4063,80,0,18763
1370477493.69,15840,23664,69,25583,10068,210148,5451,4737,64,0,146402
1370477494.68,13823,18176,51,3896,6429,587641,2059,2278,44,0,242028
1370477495.66,7747,36480,30,5787,4999,25878,2316,1576,35,0,107872
1370477496.67,10429,13014,38,4823,21229,18863,4877,1780,26,0,22560
1370477497.67,11675,3386,29,3240,5904,3405,3558,1898,34,0,34039
1370477498.65,2017,1530,57,2849,8344,3261,5565,1940,37,0,11830
1370477499.66,10132,11519,75,12988,13018,33459,2637,1782,34,0,45177
1370477500.66,1644,4317,80,4208,7160,10923,3099,1703,20,0,20544
1370477501.64,5167,9482,90,3602,8386,15890,3736,1634,27,0,9184
1370477502.64,10993,13525,83,4799,2959,12428,2131,3366,51,0,21026
1370477503.65,5099,21165,70,2524,6928,3045,4352,2850,69,0,13641
1370477504.63,17225,5775,70,17010,6310,337045,4244,7655,75,0,76135
1370477505.63,40688,73238,56,14423,36113,1273232,4217,3400,63,0,303724
1370477506.63,30496,1701,47,12408,14041,1448435,6123,4160,38,0,230717
1370477507.62,23273,28230,54,18814,37434,313420,4814,5648,21,0,85100
1370477508.62,41748,21827,43,14705,22789,122834,10757,4052,24,0,193605
1370477509.63,8427,2364,44,3684,7726,85893,10119,7675,10,0,71797
1370477510.61,17723,9746,51,8305,11778,338304,5884,2782,21,0,86205
1370477511.59,10174,25230,50,6192,19420,58872,4563,3338,34,0,19354
1370477512.62,24464,5182,56,7424,9182,670233,1857,2306,41,0,43697
1370477513.59,10447,9816,69,6152,2153,7912,3285,3534,64,0,20718
1370477514.58,2540,14945,75,4001,4366,46314,2894,2754,81,0,12486
1370477515.6,6282,106255,69,9572,7704,55223,5267,3556,91,0,26260
1370477516.58,5659,6163,74,6771,18156,162498,5100,4788,77,0,38022
1370477517.57,24350,4612,66,3082,28364,84445,4577,3777,75,0,5823
1370477518.6,37350,21125,54,5480,11017,580220,2273,1936,70,0,49829
1370477519.57,8080,24555,64,11457,14716,23147,6169,1689,51,0,40995
1370477520.56,13881,13389,54,10816,26281,1385355,4850,2419,50,0,137628
1370477521.58,6332,593,60,2968,5422,17739,1447,2171,37,0,16974
1370477522.56,26886,14314,57,6976,11701,561182,4962,3412,23,0,122800
1370477523.54,3969,5555,50,4569,3359,399032,918,1222,11,0,45726
1370477524.57,7463,557,60,6868,7484,11735,4431,3030,11,0,37073
1370477525.55,13087,10543,50,10277,5559,514340,5233,2786,1,0,173870
1370477526.54,6163,5370,69,6040,4013,109779,2135,2578,8,0,12941
1370477527.56,36965,5128,80,25404,26560,355740,8526,24365,14,0,91659
1370477528.54,11187,12585,75,5904,5949,259328,1388,1049,27,0,34399
1370477529.53,9923,14187,83,4249,5652,36787,1785,3285,56,0,11720
1370477530.54,20138,37221,67,6623,13964,45447,2818,2256,61,0,54088
1370477531.54,10234,5315,57,5621,17047,448869,5451,5960,56,0,51545
1370477532.51,9242,965,67,4700,4406,266529,5148,2430,56,0,9457
1370477533.53,10827,8871,69,6737,10094,11130,5181,2493,44,0,30345
1370477534.51,37274,21538,83,18535,11166,22594,3192,3080,44,0,46870
1370477535.5,41617,49823,75,17980,23566,1080161,8879,8001,44,0,408425
1370477536.48,17244,35670,51,6085,6876,56571,4146,2419,40,0,138013
1370477537.51,3251,1914,60,1930,3021,78089,1421,1372,48,0,1368
1370477538.49,3862,8312,54,2792,1429,80981,1543,1180,50,0,10087
1370477539.47,9365,4412,70,5947,10384,374773,2589,3008,53,0,30909
1370477540.5,3774,28067,78,2862,6658,9190,3575,3189,69,0,19064
1370477541.48,12279,12408,64,8029,14919,70137,7572,4113,56,0,59977
1370477542.46,8001,12040,56,3965,5214,920439,3539,1726,47,0,46942
1370477543.48,18951,6539,51,5580,22266,120274,3809,4202,50,0,33168
1370477544.46,10350,3026,37,3536,779,695670,1600,1971,17,0,217288
1370477545.45,10032,2749,37,5472,2183,210499,5792,2119,20,0,41157
1370477546.48,631,10437,53,8942,5179,13526,4760,3641,20,0,22343
1370477547.45,1098,3597,64,3099,3744,113246,1188,1267,17,0,7562
1370477548.44,8557,2463,94,5338,7270,3726,3832,1268,40,0,12899
1370477549.47,5388,7440,90,13085,34879,607644,13566,4635,23,0,201676
1370477550.45,3927,16511,83,20568,19329,189265,5907,1940,14,0,137243
1370477551.43,10893,17813,66,3216,2151,29203,788,4261,27,0,24456
1370477552.45,8394,9827,51,2495,1610,33905,1821,4150,35,0,19172
1370477553.43,26910,6377,66,11312,13927,474075,2517,4986,64,0,18379
1370477554.42,11187,26093,64,8871,9404,40332,6650,3001,81,0,49027
1370477555.44,2905,4268,81,10328,4936,30438,1144,2093,63,0,24114
1370477556.42,21390,57082,84,9049,23776,67200,4155,7224,66,0,40951
1370477557.4,1263,4280,78,5786,5630,99524,1296,1505,44,0,35850
1370477558.43,3963,3857,87,5590,16411,39566,2711,4908,35,0,15297
1370477559.41,14586,15873,80,22291,10958,266440,4738,4087,37,0,100560
1370477560.39,3032,7520,81,3196,6343,161889,2090,662,23,0,23353
1370477561.4,4846,15720,81,5957,5302,37335,2725,3906,41,0,21059
1370477562.4,34064,20223,77,14701,10969,131048,6402,8037,54,0,51323
1370477563.38,7774,19901,83,10228,16396,77214,12591,3952,67,0,7011
1370477564.39,2273,43968,75,7526,12044,469422,10708,2263,67,0,149024
1370477565.39,11469,27982,75,10508,23947,87549,4441,2909,64,0,35594
1370477566.37,22021,41818,57,12081,10515,383980,12979,2601,53,0,281671
1370477567.37,76628,26139,48,53871,88322,904464,11137,26799,38,0,368577
1370477568.37,9299,42395,44,16480,7461,1039549,9015,10406,24,0,589480
1370477569.36,13946,8429,35,3399,6473,317930,745,996,23,0,37194
1370477570.36,10080,2684,51,8972,10501,386937,4375,3588,23,0,42287
1370477571.36,39912,8847,50,11639,9953,122482,4879,1487,34,0,68867
1370477572.35,9930,1270,74,15531,9300,508364,1215,2507,37,0,60993
1370477573.35,42660,2086,70,9649,23235,709620,8079,4192,29,0,152766
1370477574.35,2080,4724,60,2012,2359,274379,826,391,30,0,24628
1370477575.34,5858,8442,56,2789,7092,8358,2182,3238,29,0,23272
1370477576.34,863,2073,37,1298,4413,55982,537,767,24,0,33387
1370477577.34,1512,10026,40,3370,3682,55952,3271,3654,24,0,45119
1370477578.32,5594,20179,48,5268,21232,174108,3461,2735,34,0,19106
1370477579.33,12510,11369,51,14985,14813,390295,6881,4964,23,0,122571
1370477580.33,5537,7662,50,3995,4150,480105,1076,1586,26,0,110386
1370477581.31,3266,11720,47,8804,22992,88711,3335,4330,14,0,171109
1370477582.32,10099,4553,48,9476,5499,228521,965,1168,4,0,56532
1370477583.33,13029,8505,38,4616,7396,52585,7559,5472,8,0,87278
1370477584.3,4985,23451,50,3168,5454,30942,1004,892,35,0,11650
1370477585.3,6484,15605,56,3505,7639,10702,3682,4698,57,0,17612
1370477586.29,6471,10838,66,9658,10734,32999,3807,7503,69,0,9300
1370477587.29,21076,47997,64,7738,18290,486975,4987,2087,78,0,150651
1370477588.29,14641,32413,51,6439,13397,125646,2299,1759,57,0,208557
1370477589.28,9052,15100,41,2977,18197,799873,2007,1000,48,0,63162
1370477590.28,19917,83500,29,32044,14413,433011,7765,7177,47,0,142239
1370477591.28,17193,2823,48,7097,3895,18566,5458,3548,53,0,15543
1370477592.27,19998,11268,64,8343,8105,375564,2453,2261,61,0,46095
1370477593.27,11213,768,78,5923,7185,13043,1754,2335,57,0,41447
1370477594.28,1769,7775,57,783,5408,72627,836,1161,54,0,22450
1370477595.25,6210,5145,57,7688,7274,50825,933,1469,43,0,31271
1370477596.26,14996,7344,53,3558,12317,12944,2320,2733,43,0,28365
1370477597.26,14722,31496,38,8230,23888,758204,4299,7420,38,0,307391
1370477598.25,7919,19221,51,10043,21040,64841,5296,5661,35,0,89632
1370477599.25,15703,8110,40,4158,9040,235985,1766,1256,38,0,49716
1370477600.26,1053,5363,48,5377,5479,10195,3237,1670,26,0,26996
1370477601.23,2468,18176,77,8559,5226,21295,4147,1763,48,0,5837
1370477602.23,6562,7223,87,8813,12300,248769,3839,2296,50,0,30679
1370477603.23,11479,12519,81,3546,5815,131850,2159,2687,48,0,64379
1370477604.22,5148,29026,74,4491,11616,2954,2860,1461,63,0,29092
1370477605.22,12053,15340,60,5798,7274,103946,2122,3235,57,0,33020
1370477606.22,2176,5409,41,1566,1593,86671,1094,740,56,0,28760
1370477607.21,2299,6227,51,2107,5808,65601,1514,454,60,0,14145
1370477608.21,10056,22053,63,17104,16645,916424,8319,4905,51,0,61737
1370477609.21,1786,1570,54,633,2883,90181,465,936,43,0,10413
1370477610.2,6217,12083,70,11931,5837,204314,2323,1573,47,0,34376
1370477611.18,53719,9744,64,28409,42527,267445,17522,6676,34,0,502761
1370477612.2,3121,3424,47,901,3070,237468,871,525,30,0,18260
1370477613.19,24826,196435,56,57851,34769,1436029,32940,11400,40,0,315990
1370477614.17,12024,8118,41,4846,4676,102069,1695,1818,37,0,62128
1370477615.19,26775,56603,60,41144,35889,2918880,30570,13199,51,0,93799
1370477616.18,13758,94472,74,21775,12891,1200611,12171,8875,66,0,54152
1370477617.16,11730,3098,80,6538,8120,147231,3923,3014,64,0,17979
1370477618.18,16936,26381,78,16635,56658,1887935,12447,9575,56,0,317016
1370477619.17,6265,3819,67,4466,8146,95223,7310,2688,48,0,31974
1370477620.15,11916,10978,69,21572,22033,1760719,8090,11060,26,0,112173
1370477621.17,7114,12901,75,15614,9392,80461,10758,6689,21,0,38936
1370477622.15,116223,64139,69,19148,98401,502913,16523,2215,35,0,337284
1370477623.13,29260,33931,66,16016,48581,405083,15769,3147,37,0,166957
1370477624.16,4945,18478,63,10905,20043,703813,5128,4495,41,0,60653
1370477625.15,13693,15335,61,13965,10804,156264,5915,2091,48,0,28712
1370477626.12,14689,5778,77,22412,31002,588015,8089,5923,35,0,121515
1370477627.15,20005,33089,81,9779,14089,391703,1295,1415,44,0,40349
1370477628.13,7032,9550,69,1611,2214,404606,551,632,57,0,17280
1370477629.11,59166,45040,63,35064,79585,211977,8047,8422,53,0,206761
1370477630.13,16708,23753,56,21504,17158,445605,5038,6370,56,0,196101
1370477631.12,4009,3755,44,1998,4768,225279,3240,1323,38,0,51207
1370477632.1,5310,8165,48,3050,12288,33290,3000,2485,27,0,32140
1370477633.12,2759,1873,48,1954,2942,81338,1763,814,26,0,11971
1370477634.11,8423,10648,51,6833,6350,5904,5975,3267,35,0,41515
1370477635.09,13113,18353,74,27343,5938,64695,8112,5786,43,0,67767
1370477636.07,12692,24303,83,12366,18614,31563,3266,5322,47,0,60026
1370477637.09,7592,9514,90,8763,10667,79490,5703,3585,50,0,26391
1370477638.1,6181,2718,96,9128,12052,51731,4004,2559,43,0,31899
1370477639.06,5925,5422,97,9819,4927,2222,3671,5592,44,0,17527
1370477640.08,3748,4865,100,8105,4269,1495,2356,2221,38,0,26393
1370477641.07,9382,9598,100,10729,12276,478720,6668,2703,38,0,24880
1370477642.05,14113,20102,93,7190,12867,36066,4532,6556,48,0,66987
1370477643.07,21821,19732,88,12569,5404,161430,3421,3723,57,0,24719
1370477644.06,5683,15940,93,22747,10342,15762,10473,1980,61,0,38467
1370477645.04,4347,4286,83,4942,4987,30452,1400,741,53,0,37631
1370477646.06,6861,11603,83,4265,2369,231198,2522,2092,51,0,42929
1370477647.06,7045,5149,78,11245,7571,425605,14914,12565,29,0,81846
1370477648.03,67650,15667,61,10766,4161,29315,4893,1570,44,0,48757
1370477649.05,3839,5689,54,2802,3235,481044,2880,2441,47,0,39010
1370477650.03,9089,46619,47,6457,15617,193499,2115,785,47,0,113285
1370477651.02,3587,16681,47,5551,6691,198827,2002,1032,61,0,28176
1370477652.04,15146,7214,54,10906,6707,358961,11533,2655,48,0,45745
1370477653.02,9143,14033,75,16502,12611,12981,13435,4826,53,0,26027
1370477654.01,36782,3899,74,7131,29193,1914736,6702,3314,47,0,158794
1370477655.03,26971,31934,70,12198,3770,232477,4688,9235,53,0,52749
1370477656.02,7371,11820,69,5661,5561,36932,7139,4970,56,0,28140
1370477656.99,10436,9653,34,2114,5476,255081,2574,1224,44,0,153015
1370477658.02,23798,26156,53,13162,10021,531684,8079,7831,63,0,13708
1370477659.01,13607,17871,56,6422,9626,46484,7242,7433,66,0,13099
1370477659.98,22729,88268,50,29559,47848,473044,9372,8375,60,0,354890
1370477660.99,18833,9561,64,11974,22101,663039,11302,3421,60,0,175086
1370477661.99,4361,12197,69,6702,11314,14431,7894,4192,53,0,8689
1370477662.97,38146,28498,56,10117,17210,184930,5604,3267,43,0,151970
1370477663.97,13237,7870,54,9740,7625,409144,4898,3387,37,0,161011
1370477665.0,17090,2608,70,13394,3146,65228,3431,4728,48,0,26261
1370477665.96,28676,85644,48,20064,22678,371982,9577,7868,35,0,555459
1370477666.96,49342,35679,53,12933,12129,777106,5184,7836,40,0,95590
1370477667.97,7068,8037,60,3745,6287,77075,731,1022,53,0,22811
1370477668.95,12865,2096,54,7716,1550,9286,3894,1752,51,0,28446
1370477669.96,8664,30552,53,2888,8892,159891,1661,1526,61,0,78147
1370477670.95,22389,20988,53,13212,13057,361824,3367,6824,51,0,126351
1370477671.94,12232,21161,57,6702,3636,32381,2344,2824,63,0,14550
1370477672.94,2968,16296,60,15145,9668,294087,5666,7717,60,0,42981
1370477673.94,8502,6893,64,1085,3768,120799,2441,1902,66,0,13619
1370477674.92,3012,3572,75,2688,2994,42295,3385,1291,74,0,7221
1370477675.94,12820,19164,81,13443,21231,834055,7296,6644,63,0,21709
1370477676.93,22479,15604,78,13994,8212,15181,5111,8102,74,0,38129
1370477677.92,12413,24915,94,7713,3968,5578,4544,7537,81,0,10184
1370477678.92,37610,80707,83,12079,9799,618060,5101,9803,91,0,67890
1370477679.92,28169,39867,63,9454,30524,274579,14637,8956,88,0,155926
1370477680.9,9819,6388,48,1629,4116,246401,1458,1504,87,0,21311
1370477681.9,20923,12301,47,6557,7329,21732,5637,3636,87,0,5646
1370477682.91,2120,10461,57,4007,1889,85147,2469,1094,80,0,11968
1370477683.89,4340,35237,63,5209,5554,417923,4641,3508,90,0,26123
1370477684.89,810,10261,70,1831,3191,26365,392,336,90,0,12124
1370477685.88,48992,66024,63,23793,27319,122468,8440,10683,78,0,149967
1370477686.88,5005,5523,53,3309,4870,101707,2718,1319,66,0,37545
1370477687.88,8254,28956,40,8977,8681,221174,3836,3725,41,0,383492
1370477688.87,5502,2941,47,2652,3717,860883,955,830,40,0,10334
1370477689.87,7310,7239,47,6072,7550,83141,2443,3846,29,0,49070
1370477690.87,4768,2026,50,6323,8405,18581,3531,3665,20,0,66455
1370477691.87,63666,65930,53,5305,16552,259394,14022,1942,54,0,25530
1370477692.86,23474,33219,53,10868,26910,86888,7440,7745,57,0,29266
1370477693.86,24604,63998,54,15772,14650,2599905,16513,7858,70,0,71063
1370477694.84,1948,9561,47,1575,2122,693855,1726,1291,87,0,28552
1370477695.84,1254,7079,40,421,874,15365,366,134,69,0,16082
1370477696.85,13315,14478,35,7811,32415,127494,6144,7305,57,0,70589
1370477697.83,2347,3995,27,3568,7274,149144,4765,1097,35,0,56532
1370477698.83,13061,48799,47,23371,16038,43449,10875,4128,43,0,40968
1370477699.84,12085,5060,64,7540,10399,90390,4287,4876,37,0,55163
1370477700.82,31521,12765,64,7562,12878,157005,8864,2423,43,0,54185
1370477701.82,8492,6207,77,7624,9474,35799,4010,2648,56,0,34985
1370477702.83,2550,16513,57,2421,7414,108832,6682,2740,50,0,31489
1370477703.81,16248,95316,60,27599,4536,303879,13318,7514,61,0,104583
1370477704.81,47975,37819,60,12333,16538,843729,5782,4216,63,0,104381
1370477705.82,6108,43661,57,18691,21126,237622,5328,4888,63,0,113598
1370477706.8,14984,6603,64,4924,10190,60099,3481,3270,64,0,27574
1370477707.8,30261,11886,63,11915,29218,205269,4899,1982,57,0,65037
1370477708.8,17843,1390,64,4932,18263,34401,5687,6277,51,0,41508
1370477709.78,11545,3405,53,2784,8580,739969,1513,1520,48,0,51830
1370477710.77,1985,4129,43,2385,1574,297607,648,398,30,0,47805
1370477711.8,16913,4027,26,2240,5561,304547,5378,1845,26,0,78930
1370477712.78,15457,13758,47,37403,25857,131410,8856,6071,27,0,25570
1370477713.76,2020,5913,41,646,1031,146062,555,315,37,0,15165
1370477714.78,11326,30195,47,18426,14652,361780,12295,6560,41,0,188607
1370477715.76,20676,30133,54,8498,16803,536530,7981,7310,48,0,87912
1370477716.75,7599,9425,47,11424,9679,158801,8031,6549,48,0,25620
1370477717.78,3139,21825,66,10020,8489,23998,7528,1354,51,0,20878
1370477718.75,42350,32056,70,16691,25339,482366,10115,2833,66,0,69670
1370477719.74,20065,6839,80,10187,3549,24643,3456,2411,66,0,45193
1370477720.76,15282,22863,70,11747,29674,67217,5627,3874,66,0,63928
1370477721.74,12432,4452,61,4881,13849,43266,2389,2671,57,0,41069
1370477722.72,26959,17717,60,8775,5731,57271,3993,6701,56,0,49400
1370477723.75,10040,15935,56,10207,13551,63536,4567,3644,51,0,72188
1370477724.74,4520,32903,56,14911,14359,129608,4584,4930,48,0,101766
1370477725.71,2220,6107,66,5164,5229,48413,5486,4184,50,0,14931
1370477726.73,10365,2223,80,14143,13812,276998,3652,4214,41,0,20906
1370477727.72,4157,15465,81,7844,7687,56650,2324,2373,41,0,46430
1370477728.7,14299,8572,78,5730,6001,148322,3817,3635,47,0,43545
1370477729.72,9944,28020,66,12704,16535,256837,11241,4070,41,0,137714
1370477730.71,6682,57225,50,6721,7142,66053,4943,1752,57,0,31657
1370477731.69,34109,24912,35,10955,21967,268180,5899,3194,51,0,383728
1370477732.71,7454,5338,29,4994,4578,139818,683,579,40,0,79125
1370477733.7,11298,25871,27,10655,8249,164665,5297,3540,41,0,114124
1370477734.68,5201,6125,21,13176,5648,372820,5568,2611,7,0,331554
1370477735.66,58528,21276,35,13114,10184,264191,5442,10798,26,0,61490
1370477736.69,992,9705,35,1166,4814,30826,1277,889,41,0,14047
1370477737.67,31535,40111,44,26455,6648,1911757,10355,8183,54,0,60107
